"X","ROOT","MAIN.GENOME","DOMAIN","KINGDOM","SUPER.PHYLUM","PHYLUM","CLASS","ORDER","FAMILY","GENUS","SPECIES"
"OTU_765","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," Burkholderiales","Unclassified_Burkholderiales","Unclassified_Burkholderiales","Unclassified_Burkholderiales"
"OTU_766","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," Burkholderiales"," Burkholderiaceae"," Limnobacter","Unclassified_Limnobacter"
"OTU_767","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Phycisphaerae"," CCM11a","Unclassified_CCM11a","Unclassified_CCM11a","Unclassified_CCM11a"
"OTU_768","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Bacteroidota"," Bacteroidia"," Flavobacteriales"," Flavobacteriaceae"," Maritimimonas","Unclassified_Maritimimonas"
"OTU_769","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Acidobacteria superphylum"," Acidobacteriota"," Thermoanaerobaculia"," Thermoanaerobaculales"," Thermoanaerobaculaceae"," Subgroup 10","Unclassified_Subgroup 10"
"OTU_770","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Marinimicrobia (SAR406 clade)","Unclassified_Marinimicrobia (SAR406 clade)","Unclassified_Marinimicrobia (SAR406 clade)","Unclassified_Marinimicrobia (SAR406 clade)","Unclassified_Marinimicrobia (SAR406 clade)","Unclassified_Marinimicrobia (SAR406 clade)"
"OTU_771","root"," Main genome"," Archaea"," Archaea (superkingdom)"," TACK"," Thaumarchaeota"," Nitrososphaeria"," Nitrosopumilales"," Nitrosopumilaceae"," Candidatus Nitrosopumilus","Unclassified_Candidatus Nitrosopumilus"
"OTU_772","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Dehalococcoidia"," SAR202 clade","Unclassified_SAR202 clade","Unclassified_SAR202 clade","Unclassified_SAR202 clade"
"OTU_773","root","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"OTU_774","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Alphaproteobacteria"," Rickettsiales"," Rickettsiaceae"," Rickettsia","Unclassified_Rickettsia"
"OTU_775","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Dehalococcoidia"," SAR202 clade","Unclassified_SAR202 clade","Unclassified_SAR202 clade","Unclassified_SAR202 clade"
"OTU_776","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Dehalococcoidia"," S085","Unclassified_S085","Unclassified_S085","Unclassified_S085"
"OTU_777","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Acidobacteria superphylum"," Acidobacteriota"," Vicinamibacteria"," Acidobacteria group 17","Unclassified_Acidobacteria group 17","Unclassified_Acidobacteria group 17","Unclassified_Acidobacteria group 17"
"OTU_778","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Bacteroidota"," Bacteroidia"," Flavobacteriales"," Flavobacteriaceae","Unclassified_Flavobacteriaceae","Unclassified_Flavobacteriaceae"
"OTU_779","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Firmicutes"," Clostridia"," Oscillospirales"," Ruminococcaceae"," Caproiciproducens","Unclassified_Caproiciproducens"
"OTU_780","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Firmicutes"," Negativicutes"," Veillonellales-Selenomonadales"," Veillonellaceae"," Veillonella","Unclassified_Veillonella"
"OTU_782","root"," Main genome"," Archaea"," Archaea (superkingdom)"," DPANN"," Nanoarchaeota"," Nanoarchaeia"," Woesearchaeales","Unclassified_Woesearchaeales","Unclassified_Woesearchaeales","Unclassified_Woesearchaeales"
"OTU_783","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Bacteroidota"," Bacteroidia"," Cytophagales"," Microscillaceae","Unclassified_Microscillaceae","Unclassified_Microscillaceae"
"OTU_784","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Firmicutes"," Clostridia"," Oscillospirales"," Hungateiclostridiaceae","Unclassified_Hungateiclostridiaceae","Unclassified_Hungateiclostridiaceae"
"OTU_785","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," NB1-j","Unclassified_NB1-j","Unclassified_NB1-j","Unclassified_NB1-j","Unclassified_NB1-j","Unclassified_NB1-j"
"OTU_786","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota","Unclassified_Planctomycetota","Unclassified_Planctomycetota","Unclassified_Planctomycetota","Unclassified_Planctomycetota","Unclassified_Planctomycetota"
"OTU_788","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Alphaproteobacteria"," Rhodospirillales"," Magnetospiraceae","Unclassified_Magnetospiraceae","Unclassified_Magnetospiraceae"
"OTU_789","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Actinobacteriota"," Actinobacteria"," Propionibacteriales"," Nocardioidaceae"," Nocardioides","Unclassified_Nocardioides"
"OTU_790","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Alphaproteobacteria"," Rhizobiales"," Beijerinckiaceae"," Methylobacterium-Methylorubrum","Unclassified_Methylobacterium-Methylorubrum"
"OTU_791","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," Coxiellales"," Coxiellaceae"," Coxiella","Unclassified_Coxiella"
"OTU_792","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Acidobacteria superphylum"," Acidobacteriota"," Thermoanaerobaculia"," Thermoanaerobaculales"," Thermoanaerobaculaceae"," Subgroup 10","Unclassified_Subgroup 10"
"OTU_793","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Alphaproteobacteria"," Sphingomonadales"," Sphingomonadaceae"," Sphingomonas","Unclassified_Sphingomonas"
"OTU_794","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," NB1-j","Unclassified_NB1-j","Unclassified_NB1-j","Unclassified_NB1-j","Unclassified_NB1-j","Unclassified_NB1-j"
"OTU_795","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," Pseudomonadales"," BD2-7","Unclassified_BD2-7","Unclassified_BD2-7"
"OTU_796","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Sumerlaeota superphylum"," Sumerlaeota"," Sumerlaeia","Unclassified_Sumerlaeia","Unclassified_Sumerlaeia","Unclassified_Sumerlaeia","Unclassified_Sumerlaeia"
"OTU_797","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Campylobacterota"," Desulfurellia"," Desulfurellales","Unclassified_Desulfurellales","Unclassified_Desulfurellales","Unclassified_Desulfurellales"
"OTU_798","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Alphaproteobacteria"," Rhizobiales","Unclassified_Rhizobiales","Unclassified_Rhizobiales","Unclassified_Rhizobiales"
"OTU_799","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Bacteroidota"," Bacteroidia"," Bacteroidales"," Prevotellaceae"," Prevotella","Unclassified_Prevotella"
"OTU_800","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Dehalococcoidia"," SAR202 clade","Unclassified_SAR202 clade","Unclassified_SAR202 clade","Unclassified_SAR202 clade"
"OTU_801","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Dehalococcoidia"," SAR202 clade","Unclassified_SAR202 clade","Unclassified_SAR202 clade","Unclassified_SAR202 clade"
"OTU_802","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Actinobacteriota"," Actinobacteria"," Micrococcales"," Micrococcaceae"," Rothia","Unclassified_Rothia"
"OTU_803","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Actinobacteriota"," Actinobacteria"," Actinomycetales"," Actinomycetaceae"," Varibaculum","Unclassified_Varibaculum"
"OTU_804","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Nitrospirae superphylum"," Nitrospinota"," Nitrospinia"," Nitrospinales"," Nitrospinaceae","Unclassified_Nitrospinaceae","Unclassified_Nitrospinaceae"
"OTU_805","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Planctomycetes"," Gemmatales"," Gemmataceae"," Gemmata","Unclassified_Gemmata"
"OTU_806","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Campylobacterota"," Campylobacteria"," Campylobacterales"," Sulfurovaceae"," Sulfurovum","Unclassified_Sulfurovum"
"OTU_807","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Bacteroidota"," Bacteroidia"," Sphingobacteriales"," env.OPS 17","Unclassified_env.OPS 17","Unclassified_env.OPS 17"
"OTU_808","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Bacteroidota"," Bacteroidia"," Cytophagales"," Spirosomaceae"," Pseudarcicella","Unclassified_Pseudarcicella"
"OTU_809","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Bacteroidota"," Bacteroidia"," Bacteroidales"," Porphyromonadaceae"," Porphyromonas","Unclassified_Porphyromonas"
"OTU_810","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Acidobacteria superphylum"," Acidobacteriota","Unclassified_Acidobacteriota","Unclassified_Acidobacteriota","Unclassified_Acidobacteriota","Unclassified_Acidobacteriota","Unclassified_Acidobacteriota"
"OTU_811","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Desulfobacterota"," Desulfuromonadia"," Desulfuromonadales"," Geopsychrobacteraceae","Unclassified_Geopsychrobacteraceae","Unclassified_Geopsychrobacteraceae"
"OTU_812","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Verrucomicrobiota"," Verrucomicrobiae"," Verrucomicrobiales"," Rubritaleaceae"," Roseibacillus","Unclassified_Roseibacillus"
"OTU_813","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Alphaproteobacteria"," Puniceispirillales"," SAR116 clade","Unclassified_SAR116 clade","Unclassified_SAR116 clade"
"OTU_814","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Dehalococcoidia"," SAR202 clade","Unclassified_SAR202 clade","Unclassified_SAR202 clade","Unclassified_SAR202 clade"
"OTU_815","root"," Main genome"," Bacteria"," Bacteria (superkingdom)","Unclassified_Bacteria (superkingdom)","Unclassified_Bacteria (superkingdom)","Unclassified_Bacteria (superkingdom)","Unclassified_Bacteria (superkingdom)","Unclassified_Bacteria (superkingdom)","Unclassified_Bacteria (superkingdom)","Unclassified_Bacteria (superkingdom)"
"OTU_816","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Myxococcota"," Myxococcia"," Myxococcales"," Myxococcaceae","Unclassified_Myxococcaceae","Unclassified_Myxococcaceae"
"OTU_817","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," JG30-KF-CM66","Unclassified_JG30-KF-CM66","Unclassified_JG30-KF-CM66","Unclassified_JG30-KF-CM66","Unclassified_JG30-KF-CM66"
"OTU_818","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," Enterobacterales","Unclassified_Enterobacterales","Unclassified_Enterobacterales","Unclassified_Enterobacterales"
"OTU_819","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Bacteroidota"," Bacteroidia"," Bacteroidales"," Prevotellaceae"," Prevotella","Unclassified_Prevotella"
"OTU_820","root"," Mitochondria"," Eukaryota (Mitochondria)"," Echinochloa (Mitochondria)"," Echinochloa colona (Mitochondria)","Unclassified_Echinochloa colona (Mitochondria)","Unclassified_Echinochloa colona (Mitochondria)","Unclassified_Echinochloa colona (Mitochondria)","Unclassified_Echinochloa colona (Mitochondria)","Unclassified_Echinochloa colona (Mitochondria)","Unclassified_Echinochloa colona (Mitochondria)"
"OTU_821","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Actinobacteriota"," Acidimicrobiia"," IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"OTU_822","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Bacteroidota"," Bacteroidia"," Cytophagales"," Cyclobacteriaceae","Unclassified_Cyclobacteriaceae","Unclassified_Cyclobacteriaceae"
"OTU_823","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Campylobacterota"," Campylobacteria"," Campylobacterales"," Nitratiruptoraceae","Unclassified_Nitratiruptoraceae","Unclassified_Nitratiruptoraceae"
"OTU_824","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Gemmatimonadota"," BD2-11 terrestrial group","Unclassified_BD2-11 terrestrial group","Unclassified_BD2-11 terrestrial group","Unclassified_BD2-11 terrestrial group","Unclassified_BD2-11 terrestrial group"
"OTU_825","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," Arenicellales"," Arenicellaceae","Unclassified_Arenicellaceae","Unclassified_Arenicellaceae"
"OTU_826","root"," Main genome"," Archaea"," Archaea (superkingdom)"," TACK"," Thaumarchaeota"," Nitrososphaeria"," Nitrosopumilales"," Nitrosopumilaceae","Unclassified_Nitrosopumilaceae","Unclassified_Nitrosopumilaceae"
"OTU_827","root"," Main genome"," Archaea"," Archaea (superkingdom)"," DPANN"," Nanoarchaeota"," Nanoarchaeia"," Woesearchaeales","Unclassified_Woesearchaeales","Unclassified_Woesearchaeales","Unclassified_Woesearchaeales"
"OTU_828","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Phycisphaerae"," Phycisphaerales","Unclassified_Phycisphaerales","Unclassified_Phycisphaerales","Unclassified_Phycisphaerales"
"OTU_829","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Planctomycetes"," Pirellulales"," Pirellulaceae"," Pir4 lineage","Unclassified_Pir4 lineage"
"OTU_830","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Acidobacteria superphylum"," Acidobacteriota"," Vicinamibacteria"," Vicinamibacterales (Acidobacteria group 6)","Unclassified_Vicinamibacterales (Acidobacteria group 6)","Unclassified_Vicinamibacterales (Acidobacteria group 6)","Unclassified_Vicinamibacterales (Acidobacteria group 6)"
"OTU_831","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Dehalococcoidia"," SAR202 clade","Unclassified_SAR202 clade","Unclassified_SAR202 clade","Unclassified_SAR202 clade"
"OTU_832","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," NB1-j","Unclassified_NB1-j","Unclassified_NB1-j","Unclassified_NB1-j","Unclassified_NB1-j","Unclassified_NB1-j"
"OTU_833","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Alphaproteobacteria"," Rhizobiales"," Rhizobiaceae","Unclassified_Rhizobiaceae","Unclassified_Rhizobiaceae"
"OTU_834","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Bacteroidota"," Bacteroidia"," Sphingobacteriales"," Lentimicrobiaceae","Unclassified_Lentimicrobiaceae","Unclassified_Lentimicrobiaceae"
"OTU_835","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Actinobacteriota"," Actinobacteria"," Frankiales"," Frankiaceae"," Jatrophihabitans","Unclassified_Jatrophihabitans"
"OTU_836","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Alphaproteobacteria"," Puniceispirillales"," SAR116 clade","Unclassified_SAR116 clade","Unclassified_SAR116 clade"
"OTU_837","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Alphaproteobacteria"," Kiloniellales"," Kiloniellaceae","Unclassified_Kiloniellaceae","Unclassified_Kiloniellaceae"
