OTU_1
OTU_13665
OTU_8341
OTU_7520
OTU_412253
OTU_421454
OTU_400317
OTU_400174
OTU_9640
OTU_10659
OTU_200039
OTU_100515
OTU_400627
OTU_405987
OTU_402768
OTU_2285
OTU_19435
OTU_19819
OTU_409922
OTU_404781
OTU_401066
OTU_400228
OTU_407974
OTU_401231
OTU_13997
OTU_598
OTU_301329
OTU_3248
OTU_12649
OTU_400119
OTU_22776
OTU_404785
OTU_1568
OTU_7623
OTU_301
OTU_172
OTU_422703
OTU_405998
OTU_402079
OTU_401641
OTU_31268
OTU_22381
OTU_9791
OTU_8332
OTU_26958
OTU_15790
OTU_838
OTU_11005
OTU_400956
OTU_400154
OTU_30101
OTU_22441
OTU_17267
OTU_13189
OTU_4300
OTU_28954
OTU_1707

