# OTU,ROOT,MAIN.GENOME,DOMAIN,KINGDOM,SUPER.PHYLUM,PHYLUM,CLASS,ORDER,FAMILY
OTU_416682,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Alphaproteobacteria, Rickettsiales, Anaplasmataceae
OTU_416963,root, Main genome, Bacteria, Bacteria (superkingdom), FCB group, Bacteroidota, Bacteroidia, Bacteroidales, Barnesiellaceae
OTU_417202,root, Main genome, Archaea, Archaea (superkingdom), Euryarchaea sensu lato superphylum, Halobacterota, Halobacteria, Halobacterales, Halococcaceae
OTU_417204,root, Main genome, Archaea, Archaea (superkingdom), Euryarchaea sensu lato superphylum, Halobacterota, Halobacteria, Halobacterales,Unclassified_Halobacterales
OTU_417340,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Myxococcota, Polyangia, FFCH16767,Unclassified_FFCH16767
OTU_417654,root, Main genome, Archaea, Archaea (superkingdom), Euryarchaea sensu lato superphylum, Halobacterota, Methanocellia, Methanocellales, Methanocellaceae
OTU_417958,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Saccharimonadia, Saccharimonadales class incertae sedis, Saccharimonadales, LWQ8
OTU_417983,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Actinobacteriota, Actinobacteria, Nitriliruptorales,Unclassified_Nitriliruptorales
OTU_418169,root, Main genome, Bacteria, Bacteria (superkingdom), FCB group, Bacteroidota, Bacteroidia, Bacteroidales, Bacteroidales BS11 gut group
OTU_418746,root, Main genome, Bacteria, Bacteria (superkingdom), PVC group (Planctobacteria), Verrucomicrobiota, Verrucomicrobiae, Verrucomicrobiales, Akkermansiaceae
OTU_418815,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, TSAC18,Unclassified_TSAC18,Unclassified_TSAC18
OTU_418871,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Clostridia, Monoglobales, Monoglobaceae
OTU_419017,root, Main genome, Bacteria, Bacteria (superkingdom), FCB group, Bacteroidota, Bacteroidia, Bacteroidales, Williamwhitmaniaceae
OTU_419400,root, Main genome, Archaea, Archaea (superkingdom), Euryarchaea sensu lato superphylum, Halobacterota, Methanomicrobia, Methanomicrobiales, Methanospirillaceae
OTU_419715,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, 1013-28-CG33,Unclassified_1013-28-CG33
OTU_420219,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Actinobacteriota, Coriobacteriia, Coriobacteriales, Coriobacteriales Incertae Sedis
OTU_420514,root, Main genome, Bacteria, Bacteria (superkingdom), Nitrospirae superphylum, Methylomirabilota, Methylomirabilia, Methylomirabilales,Unclassified_Methylomirabilales
OTU_420858,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, BRH-c20a,Unclassified_BRH-c20a,Unclassified_BRH-c20a
OTU_420932,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, Burkholderiales, T34
OTU_402233,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Chloroflexi, Anaerolineae, C10-SB1A,Unclassified_C10-SB1A
OTU_422397,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Sulfobacillia, Sulfobacillales, Sulfobacillaceae
OTU_422399,root, Main genome, Bacteria, Bacteria (superkingdom), FCB group, Cloacimonadota, Cloacimonadia, Cloacimonadales, Cloacimonadaceae
OTU_422412,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Desulfotomaculia, Desulfotomaculales, Desulfurisporaceae
OTU_422873,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Bdellovibrionota, Oligoflexia, Silvanigrellales,Unclassified_Silvanigrellales
OTU_422890,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, Run-SP154,Unclassified_Run-SP154
OTU_422895,root, Main genome, Bacteria, Bacteria (superkingdom), Acidobacteria superphylum, Acidobacteriota, Holophagae, Holophagales, Holophagaceae
OTU_423034,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Parcubacteria, CG1-02-40-25,Unclassified_CG1-02-40-25,Unclassified_CG1-02-40-25
OTU_423051,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Actinobacteriota, Acidimicrobiia, Acidimicrobiales, Acidimicrobiaceae
OTU_423197,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Syntrophomonadia, Syntrophomonadales,Unclassified_Syntrophomonadales
OTU_423257,root, Main genome, Bacteria, Bacteria (superkingdom), Acidobacteria superphylum, Acidobacteriota, Holophagae,Unclassified_Holophagae,Unclassified_Holophagae
OTU_423643,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, Salinisphaerales, Algiphilaceae
OTU_423685,root, Main genome, Archaea, Archaea (superkingdom), Euryarchaea sensu lato superphylum, Halobacterota, Methanomicrobia, Methanomicrobiales, Rice Cluster II
OTU_423837,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Cyanobacteria, Cyanobacteriia, Cyanobacteriales, Microcystaceae
OTU_424058,root, Main genome, Archaea, Archaea (superkingdom), Euryarchaea sensu lato superphylum, Halobacterota, Halobacteria, Halobacterales, Haloadaptaceae
OTU_424061,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Alphaproteobacteria, Ferrovibrionales, Taonella family incertae sedis
OTU_424152,root, Main genome, Archaea, Archaea (superkingdom), Euryarchaea sensu lato superphylum, Halobacterota, Methanomicrobia, Methanomicrobiales,Unclassified_Methanomicrobiales
OTU_424293,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Chloroflexi, Chloroflexia, Chloroflexales, Chloroflexaceae
OTU_424450,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Desulfobacterota, Syntrophia, Syntrophales, Smithellaceae
OTU_424640,root, Main genome, Bacteria, Bacteria (superkingdom), Acidobacteria superphylum, Acidobacteriota, Blastocatellia (Acidobacteria group 4), DS-100,Unclassified_DS-100
OTU_424703,root, Main genome, Bacteria, Bacteria (superkingdom), FCB group, Bacteroidota, Bacteroidia, Bacteroidales, PeH15
OTU_424721,root, Main genome, Bacteria, Bacteria (superkingdom), Caldiserica superphylum, Caldisericota, Caldisericia, Caldisericales, TTA-B1
OTU_424969,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Alphaproteobacteria, Puniceispirillales, Puniceispirillales Incertae Sedis
OTU_425012,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Clostridia, Gracilibacteraceae order incertae sedis,Unclassified_Gracilibacteraceae order incertae sedis
OTU_425040,root, Main genome, Bacteria, Bacteria (superkingdom), FCB group, Bacteroidota, Ignavibacteria, Ignavibacteriales, LD-RB-34
OTU_425063,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, Salinisphaerales,Unclassified_Salinisphaerales
OTU_425076,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Chloroflexi, Ktedonobacteria, B12-WMSP1,Unclassified_B12-WMSP1
OTU_425235,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Actinobacteriota, Coriobacteriia, Coriobacteriales, Coriobacteriaceae
OTU_425338,root, Main genome, Bacteria, Bacteria (superkingdom), Halanaerobiaeota superphylum, Halanaerobiaeota, Halanaerobiia, Halanaerobiales,Unclassified_Halanaerobiales
OTU_425398,root, Main genome, Bacteria, Bacteria (superkingdom), Spirochaetes superphylum, Spirochaetota, Brachyspirae, Brachyspirales, Brachyspiraceae
OTU_425775,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Chloroflexi, Ktedonobacteria, B10-SB3A,Unclassified_B10-SB3A
OTU_426189,root, Main genome, Bacteria, Bacteria (superkingdom), Aquificota superphylum, Aquificota, Desulfurobacteriia,Unclassified_Desulfurobacteriia,Unclassified_Desulfurobacteriia
OTU_426559,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Clostridia, Eubacteriales,Unclassified_Eubacteriales
OTU_426600,root, Main genome, Bacteria, Bacteria (superkingdom), FCB group, Bacteroidota, Bacteroidia, Bacteroidales, Bacteroidales RF16 group
OTU_426877,root, Main genome, Bacteria, Bacteria (superkingdom), Dadabacteria superphylum, Dadabacteria,Unclassified_Dadabacteria,Unclassified_Dadabacteria,Unclassified_Dadabacteria
OTU_427408,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Chloroflexi, P2-11E,Unclassified_P2-11E,Unclassified_P2-11E
OTU_427498,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Natranaerobiia, Natranaerobiales,Unclassified_Natranaerobiales
OTU_427564,root, Main genome, Bacteria, Bacteria (superkingdom), FCB group, Bacteroidota, Ignavibacteria, Ignavibacteriales, BSV40
OTU_427772,root, Main genome, Bacteria, Bacteria (superkingdom), Coprothermobacterota superphylum, Coprothermobacterota, Coprothermobacteria, Coprothermobacterales, Coprothermobacteraceae
OTU_427909,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Actinobacteriota, Rubrobacteria,Unclassified_Rubrobacteria,Unclassified_Rubrobacteria
OTU_428085,root, Main genome, Bacteria, Bacteria (superkingdom), FCB group, Fibrobacterota, Fibrobacteria, Fibrobacterales, B5-096
OTU_428109,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Moorellia, NRB23,Unclassified_NRB23
OTU_428113,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Parcubacteria, GWB1-42-6,Unclassified_GWB1-42-6,Unclassified_GWB1-42-6
OTU_428622,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Thermacetogenia, Thermacetogeniales,Unclassified_Thermacetogeniales
OTU_428785,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Alphaproteobacteria, Zavarziniales,Unclassified_Zavarziniales
OTU_428846,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Saccharimonadia, Saccharimonadales class incertae sedis, Saccharimonadales, YM
OTU_429249,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Cyanobacteria, Cyanobacteriia, Cyanobacteriales, Cyanobacteriaceae
OTU_429321,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Bacilli, Kyrpidiales, Kyrpidiaceae
OTU_429600,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Actinobacteriota, Actinobacteria, Streptosporangiales,Unclassified_Streptosporangiales
OTU_430226,root, Main genome, Bacteria, Bacteria (superkingdom), PVC group (Planctobacteria), Verrucomicrobiota, Lentisphaeria, Victivallales, GWF2-44-16
OTU_430528,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Alphaproteobacteria, Thalassobaculales, Oceanibaculaceae
OTU_431247,root, Main genome, Bacteria, Bacteria (superkingdom), FCB group, Gemmatimonadota, Longimicrobia,Unclassified_Longimicrobia,Unclassified_Longimicrobia
OTU_431319,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Sulfobacillia,Unclassified_Sulfobacillia,Unclassified_Sulfobacillia
OTU_431606,root, Main genome, Bacteria, Bacteria (superkingdom), FCB group, Bacteroidota, Bacteroidia, Bacteroidales, Bacteroidales UCG-001
OTU_431613,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Sulfobacillia, Sulfobacillales,Unclassified_Sulfobacillales
OTU_432074,root, Main genome, Archaea, Archaea (superkingdom), Euryarchaea sensu lato superphylum, Halobacterota, Methanosarcinia, Methanosarciniales,Unclassified_Methanosarciniales
OTU_432907,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Clostridia, Peptostreptococcales-Tissierellales, Brassicibacter family incertae sedis
OTU_433347,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Thermoanaerobacteria, Thermoanaerobacterales,Unclassified_Thermoanaerobacterales
OTU_433628,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhodobiaceae
OTU_433678,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Desulfobacterota, Desulfobaccia, Desulfobaccales,Unclassified_Desulfobaccales
OTU_433881,root, Main genome, Bacteria, Bacteria (superkingdom), Acidobacteria superphylum, Acidobacteriota, Acidobacteriae, Solibacterales,Unclassified_Solibacterales
OTU_434132,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Thermovenabulia, Thermovenabulales, Tepidanaerobacter family incertae sedis
OTU_436217,root, Main genome, Bacteria, Bacteria (superkingdom), Halanaerobiaeota superphylum, Halanaerobiaeota, Halanaerobiia, Halanaerobiales, Halanaerobiaceae
OTU_436280,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Desulfobacterota, Syntrophorhabdia, Syntrophorhabdales,Unclassified_Syntrophorhabdales
OTU_436394,root, Main genome, Bacteria, Bacteria (superkingdom), FCB group, Bacteroidota, Bacteroidia, Bacteroidales, M2PB4-65 termite group
OTU_436650,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Alphaproteobacteria, Rhizobiales, Lutibaculaceae
OTU_436839,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Parcubacteria, CG1-02-42-13,Unclassified_CG1-02-42-13,Unclassified_CG1-02-42-13
OTU_436945,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Desulfitobacteriia, Desulfitobacteriales, Syntrophobotulaceae
OTU_436999,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Limnochordia, Limnochordales,Unclassified_Limnochordales
OTU_405054,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Cyanobacteria, Cyanobacteriia, Thermosynechococcales, Thermosynechococcaceae
OTU_405431,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Alphaproteobacteria, Azospirillales, Azospirillales Incertae Sedis
OTU_406261,root, Main genome, Bacteria, Bacteria (superkingdom), PVC group (Planctobacteria), Verrucomicrobiota, Chlamydiae, Chlamydiales, Waddliaceae
OTU_407611,root, Main genome, Archaea, Archaea (superkingdom), Euryarchaea sensu lato superphylum, Halobacterota, Methanomicrobia, Methanomicrobiales, Methanomicrobiaceae
OTU_425525,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Actinobacteriota, Actinobacteria, Catenulisporales, Actinospicaceae
OTU_429061,root, Main genome, Archaea, Archaea (superkingdom), Euryarchaea sensu lato superphylum, Halobacterota, Methanomicrobia,Unclassified_Methanomicrobia,Unclassified_Methanomicrobia
OTU_419914,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Limnochordia, B55-F-B-G02,Unclassified_B55-F-B-G02
OTU_436998,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Limnochordia, MBA03,Unclassified_MBA03
OTU_511849,root, Main genome, Bacteria, Bacteria (superkingdom), Spirochaetes superphylum, Spirochaetota, Brachyspirae,Unclassified_Brachyspirae,Unclassified_Brachyspirae
OTU_513382,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Desulfobacterota, Syntrophia,Unclassified_Syntrophia,Unclassified_Syntrophia
OTU_514028,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Desulfobacterota, Syntrophobacteria,Unclassified_Syntrophobacteria,Unclassified_Syntrophobacteria
OTU_514032,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, Sulfuriflexus order incertae sedis, Sulfuriflexus family incertae sedis
OTU_514155,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Armatimonadota, Fimbriimonadia,Unclassified_Fimbriimonadia,Unclassified_Fimbriimonadia
OTU_515437,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Parcubacteria, Candidatus Staskawiczbacteria,Unclassified_Candidatus Staskawiczbacteria,Unclassified_Candidatus Staskawiczbacteria
OTU_516138,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Thermoanaerobacteria,Unclassified_Thermoanaerobacteria,Unclassified_Thermoanaerobacteria
OTU_522131,root, Main genome, Bacteria, Bacteria (superkingdom), Nitrospirae superphylum, Nitrospinota, Nitrospinia,Unclassified_Nitrospinia,Unclassified_Nitrospinia
OTU_522185,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Zetaproteobacteria,Unclassified_Zetaproteobacteria,Unclassified_Zetaproteobacteria
OTU_527193,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Candidatus Jacksonbacteria,Unclassified_Candidatus Jacksonbacteria,Unclassified_Candidatus Jacksonbacteria,Unclassified_Candidatus Jacksonbacteria
OTU_529755,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Candidatus Gottesmanbacteria,Unclassified_Candidatus Gottesmanbacteria,Unclassified_Candidatus Gottesmanbacteria,Unclassified_Candidatus Gottesmanbacteria
OTU_529785,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, Thiomicrospirales,Unclassified_Thiomicrospirales
OTU_529903,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Bacilli, Mycoplasmatales,Unclassified_Mycoplasmatales
OTU_533425,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Bacilli, Aneurinibacillales, Aneurinibacillaceae
