"X","ROOT","MAIN.GENOME","DOMAIN","KINGDOM","SUPER.PHYLUM","PHYLUM","CLASS","ORDER","FAMILY","GENUS","SPECIES","X.1"
"OTU_11813","root"," Main genome"," Archaea"," Archaea (superkingdom)"," DPANN"," Nanoarchaeota"," Nanoarchaeia","Unclassified_Nanoarchaeia","Unclassified_Nanoarchaeia","Unclassified_Nanoarchaeia","Unclassified_Nanoarchaeia",""
"OTU_11814","root"," Main genome"," Archaea"," Archaea (superkingdom)"," DPANN"," Nanoarchaeota"," Nanoarchaeia"," Woesearchaeales","Unclassified_Woesearchaeales","Unclassified_Woesearchaeales","Unclassified_Woesearchaeales",""
"OTU_11815","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Fibrobacterota"," Fibrobacteria"," Fibrobacterales","Unclassified_Fibrobacterales","Unclassified_Fibrobacterales","Unclassified_Fibrobacterales",""
"OTU_11816","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," Coxiellales","Unclassified_Coxiellales","Unclassified_Coxiellales","Unclassified_Coxiellales",""
"OTU_11817","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Berkelbacteria","Unclassified_Berkelbacteria","Unclassified_Berkelbacteria","Unclassified_Berkelbacteria","Unclassified_Berkelbacteria","Unclassified_Berkelbacteria",""
"OTU_11818","root"," Mitochondria"," Eukaryota (Mitochondria)","Unclassified_Eukaryota (Mitochondria)","Unclassified_Eukaryota (Mitochondria)","Unclassified_Eukaryota (Mitochondria)","Unclassified_Eukaryota (Mitochondria)","Unclassified_Eukaryota (Mitochondria)","Unclassified_Eukaryota (Mitochondria)","Unclassified_Eukaryota (Mitochondria)","Unclassified_Eukaryota (Mitochondria)",""
"OTU_11819","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," EC3","Unclassified_EC3","Unclassified_EC3","Unclassified_EC3",""
"OTU_11820","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," Legionellales"," Legionellaceae","Unclassified_Legionellaceae","Unclassified_Legionellaceae",""
"OTU_11821","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," Coxiellales"," Coxiellaceae"," Coxiella","Unclassified_Coxiella",""
"OTU_11822","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Alphaproteobacteria"," Rickettsiales"," SM2D12","Unclassified_SM2D12","Unclassified_SM2D12",""
"OTU_11823","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Bdellovibrionota"," Bdellovibrionia","Unclassified_Bdellovibrionia","Unclassified_Bdellovibrionia","Unclassified_Bdellovibrionia","Unclassified_Bdellovibrionia",""
"OTU_11824","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum","Unclassified_Proteobacteria superphylum","Unclassified_Proteobacteria superphylum","Unclassified_Proteobacteria superphylum","Unclassified_Proteobacteria superphylum","Unclassified_Proteobacteria superphylum","Unclassified_Proteobacteria superphylum",""
"OTU_11825","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Desulfobacterota"," Desulfobacteria","Unclassified_Desulfobacteria","Unclassified_Desulfobacteria","Unclassified_Desulfobacteria","Unclassified_Desulfobacteria",""
"OTU_11826","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria",""
"OTU_11827","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Bacteroidota"," Bacteroidia"," Chitinophagales","Unclassified_Chitinophagales","Unclassified_Chitinophagales","Unclassified_Chitinophagales",""
"OTU_11828","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Acidobacteria superphylum"," Acidobacteriota"," Thermoanaerobaculia"," Thermoanaerobaculales","Unclassified_Thermoanaerobaculales","Unclassified_Thermoanaerobaculales","Unclassified_Thermoanaerobaculales",""
"OTU_11829","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Spirochaetes superphylum"," Spirochaetota"," Spirochaetia","Unclassified_Spirochaetia","Unclassified_Spirochaetia","Unclassified_Spirochaetia","Unclassified_Spirochaetia",""
"OTU_11830","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Phycisphaerae"," Phycisphaerales","Unclassified_Phycisphaerales","Unclassified_Phycisphaerales","Unclassified_Phycisphaerales",""
"OTU_11831","root"," Main genome"," Archaea"," Archaea (superkingdom)"," DPANN"," Nanoarchaeota"," Nanoarchaeia"," Woesearchaeales","Unclassified_Woesearchaeales","Unclassified_Woesearchaeales","Unclassified_Woesearchaeales",""
"OTU_11832","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Parcubacteria"," Candidatus Kaiserbacteria","Unclassified_Candidatus Kaiserbacteria","Unclassified_Candidatus Kaiserbacteria","Unclassified_Candidatus Kaiserbacteria","Unclassified_Candidatus Kaiserbacteria",""
"OTU_11833","root"," Main genome"," Archaea"," Archaea (superkingdom)"," DPANN"," Nanoarchaeota"," Nanoarchaeia","Unclassified_Nanoarchaeia","Unclassified_Nanoarchaeia","Unclassified_Nanoarchaeia","Unclassified_Nanoarchaeia",""
"OTU_11834","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)",""
"OTU_11835","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," EV818SWSAP88","Unclassified_EV818SWSAP88","Unclassified_EV818SWSAP88","Unclassified_EV818SWSAP88",""
"OTU_11836","root"," Main genome"," Archaea"," Archaea (superkingdom)"," DPANN"," Nanoarchaeota"," Nanoarchaeia","Unclassified_Nanoarchaeia","Unclassified_Nanoarchaeia","Unclassified_Nanoarchaeia","Unclassified_Nanoarchaeia",""
"OTU_11837","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Verrucomicrobiota"," Omnitrophia"," Omnitrophales","Unclassified_Omnitrophales","Unclassified_Omnitrophales","Unclassified_Omnitrophales",""
"OTU_11838","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Firmicutes"," Bacilli"," Bacillales","Unclassified_Bacillales","Unclassified_Bacillales","Unclassified_Bacillales",""
"OTU_11839","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," Coxiellales"," Coxiellaceae","Unclassified_Coxiellaceae","Unclassified_Coxiellaceae",""
"OTU_11840","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Acidobacteria superphylum"," Acidobacteriota"," Acidobacteria group 22","Unclassified_Acidobacteria group 22","Unclassified_Acidobacteria group 22","Unclassified_Acidobacteria group 22","Unclassified_Acidobacteria group 22",""
"OTU_11841","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)",""
"OTU_11842","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Saccharimonadia"," Saccharimonadales class incertae sedis"," Saccharimonadales","Unclassified_Saccharimonadales","Unclassified_Saccharimonadales","Unclassified_Saccharimonadales",""
"OTU_11843","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Verrucomicrobiota"," Omnitrophia"," Omnitrophales","Unclassified_Omnitrophales","Unclassified_Omnitrophales","Unclassified_Omnitrophales",""
"OTU_11844","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Latescibacterota","Unclassified_Latescibacterota","Unclassified_Latescibacterota","Unclassified_Latescibacterota","Unclassified_Latescibacterota","Unclassified_Latescibacterota",""
"OTU_11845","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Verrucomicrobiota"," Omnitrophia"," Omnitrophales","Unclassified_Omnitrophales","Unclassified_Omnitrophales","Unclassified_Omnitrophales",""
"OTU_11846","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Verrucomicrobiota"," Omnitrophia"," Omnitrophales"," Omnitrophaceae"," Candidatus Omnitrophus","Unclassified_Candidatus Omnitrophus",""
"OTU_11847","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified",""
"OTU_11848","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Bacteroidota"," Bacteroidia"," Flavobacteriales"," Flavobacteriaceae"," Psychroflexus","Unclassified_Psychroflexus",""
"OTU_11849","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Desulfobacterota"," Desulfuromonadia","Unclassified_Desulfuromonadia","Unclassified_Desulfuromonadia","Unclassified_Desulfuromonadia","Unclassified_Desulfuromonadia",""
"OTU_11850","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," OM190","Unclassified_OM190","Unclassified_OM190","Unclassified_OM190","Unclassified_OM190",""
"OTU_11851","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Alphaproteobacteria"," Caulobacterales"," Parvularculaceae","Unclassified_Parvularculaceae","Unclassified_Parvularculaceae",""
"OTU_11852","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Alphaproteobacteria"," Kordiimonadales"," Kordiimonadaceae"," Kordiimonas","Unclassified_Kordiimonas",""
"OTU_11853","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," EC3","Unclassified_EC3","Unclassified_EC3","Unclassified_EC3",""
"OTU_11854","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria",""
"OTU_11855","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Elusimicrobiota superphylum"," Elusimicrobiota"," Lineage IIa","Unclassified_Lineage IIa","Unclassified_Lineage IIa","Unclassified_Lineage IIa","Unclassified_Lineage IIa",""
"OTU_11856","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Bacteroidota"," Bacteroidia"," Cytophagales"," Amoebophilaceae","Unclassified_Amoebophilaceae","Unclassified_Amoebophilaceae",""
"OTU_11857","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Myxococcota"," Myxococcia"," Myxococcales","Unclassified_Myxococcales","Unclassified_Myxococcales","Unclassified_Myxococcales",""
"OTU_11858","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria","Unclassified_Proteobacteria","Unclassified_Proteobacteria","Unclassified_Proteobacteria","Unclassified_Proteobacteria","Unclassified_Proteobacteria",""
"OTU_11859","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Myxococcota"," Myxococcia"," Myxococcales"," Myxococcaceae"," P3OB-42","Unclassified_P3OB-42",""
"OTU_11860","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Bdellovibrionota"," Oligoflexia"," Oligoflexales","Unclassified_Oligoflexales","Unclassified_Oligoflexales","Unclassified_Oligoflexales",""
"OTU_11861","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," OM190","Unclassified_OM190","Unclassified_OM190","Unclassified_OM190","Unclassified_OM190",""
"OTU_11862","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Myxococcota"," bacteriap25","Unclassified_bacteriap25","Unclassified_bacteriap25","Unclassified_bacteriap25","Unclassified_bacteriap25",""
"OTU_11863","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Verrucomicrobiota"," Omnitrophia"," Omnitrophales"," Omnitrophaceae","Unclassified_Omnitrophaceae","Unclassified_Omnitrophaceae",""
"OTU_11864","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Verrucomicrobiota"," Verrucomicrobiae"," Pedosphaerales"," Pedosphaeraceae","Unclassified_Pedosphaeraceae","Unclassified_Pedosphaeraceae",""
"OTU_11865","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," NB1-j","Unclassified_NB1-j","Unclassified_NB1-j","Unclassified_NB1-j","Unclassified_NB1-j","Unclassified_NB1-j",""
"OTU_11866","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Elusimicrobiota superphylum"," Elusimicrobiota"," Elusimicrobia"," Lineage IV","Unclassified_Lineage IV","Unclassified_Lineage IV","Unclassified_Lineage IV",""
"OTU_11867","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Verrucomicrobiota"," Omnitrophia"," Omnitrophales"," Omnitrophaceae","Unclassified_Omnitrophaceae","Unclassified_Omnitrophaceae",""
"OTU_11868","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified",""
"OTU_11869","root"," Main genome"," Archaea"," Archaea (superkingdom)"," DPANN"," Nanoarchaeota"," Nanoarchaeia","Unclassified_Nanoarchaeia","Unclassified_Nanoarchaeia","Unclassified_Nanoarchaeia","Unclassified_Nanoarchaeia",""
"OTU_11870","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," Coxiellales"," Coxiellaceae","Unclassified_Coxiellaceae","Unclassified_Coxiellaceae",""
"OTU_11871","root"," Main genome"," Archaea"," Archaea (superkingdom)"," DPANN"," Nanoarchaeota"," Nanoarchaeia","Unclassified_Nanoarchaeia","Unclassified_Nanoarchaeia","Unclassified_Nanoarchaeia","Unclassified_Nanoarchaeia",""
"OTU_11872","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," BD7-11","Unclassified_BD7-11","Unclassified_BD7-11","Unclassified_BD7-11","Unclassified_BD7-11",""
"OTU_11873","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Elusimicrobiota superphylum"," Elusimicrobiota"," Lineage IIc","Unclassified_Lineage IIc","Unclassified_Lineage IIc","Unclassified_Lineage IIc","Unclassified_Lineage IIc",""
"OTU_11874","root"," Main genome"," Bacteria"," Bacteria (superkingdom)","Unclassified_Bacteria (superkingdom)","Unclassified_Bacteria (superkingdom)","Unclassified_Bacteria (superkingdom)","Unclassified_Bacteria (superkingdom)","Unclassified_Bacteria (superkingdom)","Unclassified_Bacteria (superkingdom)","Unclassified_Bacteria (superkingdom)",""
"OTU_11875","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Verrucomicrobiota"," Omnitrophia"," Omnitrophales"," Omnitrophaceae","Unclassified_Omnitrophaceae","Unclassified_Omnitrophaceae",""
"OTU_11876","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Verrucomicrobiota"," Omnitrophia","Unclassified_Omnitrophia","Unclassified_Omnitrophia","Unclassified_Omnitrophia","Unclassified_Omnitrophia",""
"OTU_11877","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Acidobacteria superphylum"," Acidobacteriota"," Acidobacteria group 19","Unclassified_Acidobacteria group 19","Unclassified_Acidobacteria group 19","Unclassified_Acidobacteria group 19","Unclassified_Acidobacteria group 19",""
"OTU_11878","root"," Main genome"," Archaea"," Archaea (superkingdom)"," DPANN"," Iainarchaeota"," Iainarchaeia","Unclassified_Iainarchaeia","Unclassified_Iainarchaeia","Unclassified_Iainarchaeia","Unclassified_Iainarchaeia",""
"OTU_11879","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Verrucomicrobiota"," Omnitrophia"," Omnitrophales","Unclassified_Omnitrophales","Unclassified_Omnitrophales","Unclassified_Omnitrophales",""
"OTU_11880","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," OM190","Unclassified_OM190","Unclassified_OM190","Unclassified_OM190","Unclassified_OM190",""
"OTU_11881","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Planctomycetes"," Planctomycetales","Unclassified_Planctomycetales","Unclassified_Planctomycetales","Unclassified_Planctomycetales",""
"OTU_11882","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Verrucomicrobiota"," Omnitrophia"," Omnitrophales","Unclassified_Omnitrophales","Unclassified_Omnitrophales","Unclassified_Omnitrophales",""
"OTU_11883","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Verrucomicrobiota"," Kiritimatiellae"," WCHB1-41","Unclassified_WCHB1-41","Unclassified_WCHB1-41","Unclassified_WCHB1-41",""
