# Name,SeqName,Depth,Location,CruiseID,CoreID,Oxygen,Oxygen_interpolated,NO3,NO3_interpolated,NO2,NO2_interpolated,Ammonia,Ammonia_interpolated,Fe_interpolated,Mn_interpolated,Sulfate_interpolated
GS16_GC04_155,GS16_GC04_78,155,AMOR,GS16,GC04,0,0,nan,0.007045,nan,0.000375,nan,0,0.00036804325125,0.0372253520925,29.4306201853009
GS16_GC04_160,GS16_GC04_79,160,AMOR,GS16,GC04,0,0,nan,0.00576290909090909,nan,0.000673454545454545,nan,0,0.000366855458181818,0.0406373982663636,29.4340440633695
GS16_GC04_170,GS16_GC04_80,170,AMOR,GS16,GC04,0,0,nan,0.00356165,nan,0.00097785,nan,3.65E-05,0.0003821152875,0.0476531670325,29.4546117010202
GS16_GC04_190,GS16_GC04_81,190,AMOR,GS16,GC04,0,0,nan,0.0007678125,nan,0.0004509375,nan,0.000741875,0.00054806924125,0.06058352453,29.2685635280033
GS16_GC04_220,GS16_GC04_82,220,AMOR,GS16,GC04,0,0,0,0,0,0,0.00181,0.00181,0.0004538929,0.07886637526,29.2959192171559
GS16_GC04_250,GS16_GC04_83,250,AMOR,GS16,GC04,0,0,nan,0,nan,0,nan,0.00381,0.000413914045,0.093555289015,29.5971132625442
GS16_GC04_280,GS16_GC04_84,280,AMOR,GS16,GC04,0,0,nan,0,nan,0,nan,0.00585157894736842,0.000363750603157895,0.101268629406842,29.6056743044369
GS16_GC04_300,GS16_GC04_85,300,AMOR,GS16,GC04,0,0,nan,0,nan,0,nan,0.006795,0.000360120555,0.10472989061,29.3174713720592
GS16_GC05_5,GS16_GC05_01,5,AMOR,GS16,GC05,nan,0.1295,nan,0.028798,nan,0,nan,0,0.000390614126,0,29.736183635228
GS16_GC05_10,GS16_GC05_02,10,AMOR,GS16,GC05,0.0845,0.0845,nan,0.0267288888888889,nan,0,nan,0,0.000438310271111111,0,29.6378467161728
GS16_GC05_20,GS16_GC05_03,20,AMOR,GS16,GC05,nan,0.0437,nan,0.0246633333333333,nan,0,nan,0,0.000352967606666667,0,29.6326046221112
GS16_GC05_30,GS16_GC05_04,30,AMOR,GS16,GC05,0.0154,0.0154,nan,0.0199633333333333,nan,0,nan,0,0.00036638682,0,29.6388951349851
GS16_GC05_35,GS16_GC05_05,35,AMOR,GS16,GC05,nan,0.0077,nan,0.01735,nan,0,nan,0,0.00037985401,0,29.6506183635228
GS16_GC05_40,GS16_GC05_06,40,AMOR,GS16,GC05,0,0,nan,0.01446,nan,0,nan,0,0.000386711818,0.001167170252,29.719842598376
GS16_GC05_45,GS16_GC05_07,45,AMOR,GS16,GC05,nan,0,nan,0.010932,nan,0,nan,0,0.000368464432,0.006313307378,29.6388450968145
GS16_GC05_50,GS16_GC05_08,50,AMOR,GS16,GC05,0,0,nan,0.0072,nan,0,nan,0,0.000384768825,0.01629679432,29.6743686237768
GS16_GC05_55,GS16_GC05_09,55,AMOR,GS16,GC05,nan,0,nan,0.0041475,nan,0,nan,0.00015,0.0004137329225,0.02502311034,29.6098595929627
GS16_GC05_75,GS16_GC05_10,75,AMOR,GS16,GC05,nan,0,nan,0,nan,0,nan,0.0041425,0.015680796575,0.0465038412925,29.5157297522382
GS16_GC05_100,GS16_GC05_11,100,AMOR,GS16,GC05,nan,0,nan,0,nan,0,nan,0.0217366666666667,0.04098800465,0.0771247678,29.1467578134037
GS16_GC05_105,GS16_GC05_12,105,AMOR,GS16,GC05,0,0,nan,0,nan,0,nan,0.02642,0.040910254625,0.0839840659,29.1166753418002
GS16_GC05_130,GS16_GC05_13,130,AMOR,GS16,GC05,nan,0,nan,0,nan,0,nan,0.04157,0.0153097789916667,0.107252618136667,29.0217100423346
GS16_GC05_155,GS16_GC05_14,155,AMOR,GS16,GC05,nan,0,nan,0,nan,0,nan,0.055495,0.00306233345833333,0.135578139186667,28.9743524880283
GS16_GC05_160,GS16_GC05_15,160,AMOR,GS16,GC05,nan,0,nan,0,nan,0,nan,0.0583757142857143,0.00199451443,0.137310573701429,28.9563234288093
GS16_GC05_190,GS16_GC05_16,190,AMOR,GS16,GC05,0,0,nan,0,nan,0,nan,0.0772626315789474,0.0231834550742105,0.122151266287368,29.088580602036
GS16_GC05_220,GS16_GC05_17,220,AMOR,GS16,GC05,nan,0,nan,0,nan,0,nan,0.0932727272727273,0.0482598398436364,0.113453105488182,28.9815462873583
GS16_GC05_250,GS16_GC05_18,250,AMOR,GS16,GC05,nan,0,nan,0,nan,0,nan,0.11105,0.040908597505,0.0913678893616667,29.1691975501423
GS16_GC05_280,GS16_GC05_19,280,AMOR,GS16,GC05,0,0,nan,0,nan,0,nan,0.127768,0.119094020954,0.102253809234667,28.9682120896662
GS16_GC05_305,GS16_GC05_20,305,AMOR,GS16,GC05,nan,0,nan,0,nan,0,nan,0.1426453125,0.133275437990313,0.101134040376875,28.8914510787529
GS16_GC05_310,GS16_GC05_21,310,AMOR,GS16,GC05,nan,0,nan,0,nan,0,nan,0.14563125,0.13522865635125,0.1007466913675,28.8774616125338
GS16_GC05_340,GS16_GC05_22,340,AMOR,GS16,GC05,nan,0,0,0,0,0,0.16071,0.16071,0.15389349802,0.09739598362,28.7636560483031
GS16_GC05_350,GS16_GC05_23,350,AMOR,GS16,GC05,0,0,nan,0,nan,0,nan,0.164717142857143,0.158480181984286,0.0977009507485714,28.7301100502662
GS16_GC06_5,GS16_GC06_24,5,AMOR,GS16,GC06,nan,0.126,nan,0.029155,nan,0,nan,0,0.000548297075,3.19E-05,29.3693681032688
GS16_GC06_10,GS16_GC06_25,10,AMOR,GS16,GC06,0.0345,0.0345,nan,0.027495,nan,0,nan,0,0.0005214607625,2.88E-05,29.3987744638767
GS16_GC06_20,GS16_GC06_26,20,AMOR,GS16,GC06,nan,0.00525,nan,0.02123875,nan,0,nan,0,0.000394893475,2.74E-05,29.3960268321882
GS16_GC06_25,GS16_GC06_27,25,AMOR,GS16,GC06,0,0,nan,0.0175166666666667,nan,0,nan,0,0.000372124696666667,0.00052259421,29.7990172808661
GS16_GC06_30,GS16_GC06_28,30,AMOR,GS16,GC06,0,0,nan,0.0142166666666667,nan,0,nan,0,0.00039947403,0.003325175685,30.4944227566104
GS16_GC06_40,GS16_GC06_29,40,AMOR,GS16,GC06,0,0,nan,0.00785,nan,0,nan,0,0.00045143385,0.021333081675,29.3760696439725
GS16_GC06_50,GS16_GC06_30,50,AMOR,GS16,GC06,0,0,nan,0.0033,nan,0,nan,0.00100333333333333,0.000698497943333333,0.0386698294466667,29.436383510306
GS16_GC06_55,GS16_GC06_31,55,AMOR,GS16,GC06,0,0,nan,0.00165,nan,0,nan,0.00200666666666667,0.000969214516666667,0.0470434916033333,29.3388090776598
GS16_GC06_75,GS16_GC06_32,75,AMOR,GS16,GC06,0,0,nan,0,nan,0,nan,0.010855,0.0006117371275,0.0815000715425,29.2364095357069
GS16_GC06_100,GS16_GC06_34,100,AMOR,GS16,GC06,0,0,nan,0,nan,0,nan,0.02811,0.012316794985,0.109338278885,29.2872876327295
GS16_GC06_105,GS16_GC06_33,105,AMOR,GS16,GC06,0,0,nan,0,nan,0,nan,0.03124,0.0156263375825,0.1124112214775,29.303880647512
GS16_GC06_130,GS16_GC06_47,130,AMOR,GS16,GC06,0,0,nan,0,nan,0,nan,0.0444633333333333,0.00954334921,0.12626036095,29.3010660004164
GS16_GC06_155,GS16_GC06_48,155,AMOR,GS16,GC06,0,0,nan,0,nan,0,nan,0.0608933333333333,0.000499205303333333,0.139302588316667,29.0682097994309
GS16_GC06_160,GS16_GC06_49,160,AMOR,GS16,GC06,0,0,nan,0,nan,0,nan,0.0639166666666667,0.000602879936666667,0.140547456123333,29.0442272190991
GS16_GC06_172,GS16_GC06_50,172,AMOR,GS16,GC06,0,0,nan,0,nan,0,nan,0.0717093333333333,0.00484465733133333,0.140118932686,28.5999740440003
GS16_GC06_190,GS16_GC06_51,190,AMOR,GS16,GC06,0,0,0,0,0,0,0.08565,0.08565,0.00803972026,0.13793710726,28.9999791796794
GS16_GC06_200,GS16_GC06_38,200,AMOR,GS16,GC06,0,0,nan,0,nan,0,nan,0.089806,0.005043901872,0.137622812624,28.9725296689569
GS16_GC06_220,GS16_GC06_39,220,AMOR,GS16,GC06,0,0,nan,0,nan,0,nan,0.0992533333333333,0.00120688985333333,0.13578159356,28.8938267749323
GS16_GC06_250,GS16_GC06_52,250,AMOR,GS16,GC06,0,0,nan,0,nan,0,nan,0.119346153846154,0.0298029593223077,0.129958330424615,28.8573703935041
GS16_GC06_280,GS16_GC06_53,280,AMOR,GS16,GC06,0,0,nan,0,nan,0,nan,0.136671428571429,0.0721955225807143,0.124548132049286,28.7011134410041
GS16_GC06_310,GS16_GC06_54,310,AMOR,GS16,GC06,0,0,nan,0,nan,0,nan,0.149675,0.09559921283,0.117833656045,28.3790948365605
GS16_GC06_330,GS16_GC06_55,330,AMOR,GS16,GC06,0,0,nan,0,nan,0,nan,0.160067647058824,0.112768071944118,0.119506849875882,28.5887411054366
GS16_GC06_340,GS16_GC06_56,340,AMOR,GS16,GC06,0,0,nan,0,nan,0,nan,0.165595833333333,0.1154698458625,0.118829869724167,28.582115778333
GS16_GC06_350,GS16_GC06_57,350,AMOR,GS16,GC06,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
GS16_GC07_5,GS16_GC07_57,5,AMOR,GS16,GC07,nan,0.0095,nan,0.01231,nan,0.00091,nan,0.000725,0.000472419335,0.007257218125,29.4855460129086
GS16_GC07_10,GS16_GC07_58,10,AMOR,GS16,GC07,0,0,nan,0.0020625,nan,0.0011375,nan,0.00224625,0.00921152233875,0.04569739111875,29.5040690714137
GS16_GC07_20,GS16_GC07_59,20,AMOR,GS16,GC07,0,0,nan,0,nan,0,nan,0.00709625,0.04453087562,0.10351990544375,29.441744742869
GS16_GC07_30,GS16_GC07_60,30,AMOR,GS16,GC07,0,0,nan,0,nan,0,nan,0.011095,0.072298569125,0.09990056039,29.4138663335415
GS16_GC07_40,GS16_GC07_61,40,AMOR,GS16,GC07,0,0,nan,0,nan,0,nan,0.0137590909090909,0.0830353815636364,0.0900414692572727,29.463189673121
GS16_GC07_45,GS16_GC07_62,45,AMOR,GS16,GC07,0,0,nan,0,nan,0,nan,0.0141409090909091,0.0754268790863636,0.0852182177527273,29.4739121382469
GS16_GC07_75,GS16_GC07_63,75,AMOR,GS16,GC07,0,0,nan,0,nan,0,nan,0.0109081818181818,0.05581535718,0.0589478256109091,29.5102710427195
GS16_GC07_80,GS16_GC07_64,80,AMOR,GS16,GC07,0,0,nan,0.00016,nan,0,nan,0.00954333333333333,0.0530370240266667,0.0555737528966667,29.7673502671941
GS16_GC07_85,GS16_GC07_67,85,AMOR,GS16,GC07,0,0,nan,0.000426666666666667,nan,0,nan,0.00813222222222222,0.0519681819044444,0.0537955958911111,30.2153110324566
GS17_GC02_5,GS17_GC02_23,5,AMOR,GS17,GC02,0.28,0.28,nan,0.0282372727272727,nan,nan,nan,0,0.000825571858636364,3.32E-05,28.8752086763954
GS17_GC02_10,GS17_GC02_24,10,AMOR,GS17,GC02,0.165,0.165,nan,0.0272236363636364,nan,nan,nan,0,0.000553347606818182,2.74E-05,28.2996072530426
GS17_GC02_15,GS17_GC02_25,15,AMOR,GS17,GC02,nan,0.1475,0.02621,0.02621,nan,nan,0,0,0.000281123355,2.17E-05,27.7240058296898
GS17_GC02_25,GS17_GC02_26,25,AMOR,GS17,GC02,nan,0.115,0.02449,0.02449,nan,nan,0,0,0.000201108841,2.85E-05,28.5784790755778
GS17_GC02_35,GS17_GC02_27,35,AMOR,GS17,GC02,nan,0.087,0.02323,0.02323,nan,nan,0,0,0.000273973404,2.33E-05,28.8551186758276
GS17_GC02_45,GS17_GC02_28,45,AMOR,GS17,GC02,nan,0.064,0.02163,0.02163,nan,nan,0,0,0.000251546074,3.28E-05,27.7999208827816
GS17_GC02_55,GS17_GC02_29,55,AMOR,GS17,GC02,nan,0.04625,0.01958,0.01958,nan,nan,0,0,0.000352085556,4.21E-05,27.4173433270872
GS17_GC02_65,GS17_GC02_30,65,AMOR,GS17,GC02,nan,0.03075,0.01732,0.01732,nan,nan,0,0,0.000198240069,2.67E-05,27.7171434520092
GS17_GC02_66,GS17_GC02_31,66,AMOR,GS17,GC02,nan,0.0292,nan,0.0170504878048781,nan,nan,nan,0,0.000210269609243902,2.77E-05,27.7703765685065
GS17_GC02_67,GS17_GC02_32,67,AMOR,GS17,GC02,nan,0.02765,nan,0.0167809756097561,nan,nan,nan,0,0.000222299149487805,2.87E-05,27.8236096850038
GS17_GC02_68,GS17_GC02_33,68,AMOR,GS17,GC02,nan,0.0261,nan,0.0165114634146341,nan,nan,nan,0,0.000234328689731707,2.97E-05,27.8768428015011
GS17_GC02_69,GS17_GC02_34,69,AMOR,GS17,GC02,nan,0.02455,nan,0.0162419512195122,nan,nan,nan,0,0.00024635822997561,3.07E-05,27.9300759179984
GS17_GC02_70,GS17_GC02_35,70,AMOR,GS17,GC02,0.023,0.023,nan,0.0159724390243902,nan,nan,nan,0,0.000258387770219512,3.18E-05,27.9833090344957
GS17_GC02_71,GS17_GC02_36,71,AMOR,GS17,GC02,nan,0.0219,nan,0.0157029268292683,nan,nan,nan,0,0.000270417310463415,3.28E-05,28.036542150993
GS17_GC02_72,GS17_GC02_37,72,AMOR,GS17,GC02,nan,0.0208,nan,0.0154334146341463,nan,nan,nan,0,0.000282446850707317,3.38E-05,28.0897752674903
GS17_GC02_73,GS17_GC02_38,73,AMOR,GS17,GC02,nan,0.0197,nan,0.0151639024390244,nan,nan,nan,0,0.000294476390951219,3.48E-05,28.1430083839876
GS17_GC02_73.2,GS17_GC02_39,73.2,AMOR,GS17,GC02,nan,0.01948,0.01511,0.01511,nan,nan,0,0,0.000296882299,3.50E-05,28.1536550072871
GS17_GC02_73.3,GS17_GC02_40,73.3,AMOR,GS17,GC02,nan,0.01937,nan,0.0150895762711864,nan,nan,nan,0,0.000296369437601695,3.50E-05,28.151563217904
GS17_GC02_74,GS17_GC02_41,74,AMOR,GS17,GC02,nan,0.0186,nan,0.0149466101694915,nan,nan,nan,0,0.000292779407813559,3.50E-05,28.1369206922227
GS17_GC02_75,GS17_GC02_42,75,AMOR,GS17,GC02,nan,0.0175,nan,0.0147423728813559,nan,nan,nan,0,0.000287650793830508,3.51E-05,28.1160027983922
GS17_GC02_77,GS17_GC02_43,77,AMOR,GS17,GC02,nan,0.0153,nan,0.0143338983050847,nan,nan,nan,0,0.000277393565864407,3.51E-05,28.0741670107313
GS17_GC02_78,GS17_GC02_44,78,AMOR,GS17,GC02,nan,0.0142,nan,0.0141296610169492,nan,nan,nan,0,0.000272264951881356,3.51E-05,28.0532491169008
GS17_GC02_79,GS17_GC02_45,79,AMOR,GS17,GC02,nan,0.0131,nan,0.0139254237288136,nan,nan,nan,0,0.000267136337898305,3.51E-05,28.0323312230703
GS17_GC02_80,GS17_GC02_46,80,AMOR,GS17,GC02,0.012,0.012,nan,0.013721186440678,nan,nan,nan,0,0.000262007723915254,3.52E-05,28.0114133292399
GS17_GC02_81,GS17_GC02_47,81,AMOR,GS17,GC02,nan,0.01124,nan,0.0135169491525424,nan,nan,nan,0,0.000256879109932203,3.52E-05,27.9904954354094
GS17_GC02_82,GS17_GC02_48,82,AMOR,GS17,GC02,nan,0.01048,nan,0.0133127118644068,nan,nan,nan,0,0.000251750495949152,3.52E-05,27.9695775415789
GS17_GC02_83,GS17_GC02_49,83,AMOR,GS17,GC02,nan,0.00972,nan,0.0131084745762712,nan,nan,nan,0,0.000246621881966102,3.52E-05,27.9486596477484
GS17_GC02_84,GS17_GC02_50,84,AMOR,GS17,GC02,nan,0.00896,nan,0.0129042372881356,nan,nan,nan,0,0.000241493267983051,3.53E-05,27.927741753918
GS17_GC02_85,GS17_GC02_51,85,AMOR,GS17,GC02,nan,0.0082,0.0127,0.0127,nan,nan,0,0,0.000236364654,3.53E-05,27.9068238600875
GS17_GC02_86,GS17_GC02_52,86,AMOR,GS17,GC02,nan,0.00744,nan,0.012441,nan,nan,nan,1.30E-05,0.0002354507811,0.0004535104333,27.9271054028733
GS17_GC02_87,GS17_GC02_53,87,AMOR,GS17,GC02,nan,0.00668,nan,0.012182,nan,nan,nan,2.60E-05,0.0002345369082,0.0008717492846,27.947386945659
GS17_GC02_88,GS17_GC02_54,88,AMOR,GS17,GC02,nan,0.00592,nan,0.011923,nan,nan,nan,3.90E-05,0.0002336230353,0.0012899881359,27.9676684884448
GS17_GC02_89,GS17_GC02_55,89,AMOR,GS17,GC02,nan,0.00516,nan,0.011664,nan,nan,nan,5.20E-05,0.0002327091624,0.0017082269872,27.9879500312305
GS17_GC02_90,GS17_GC02_56,90,AMOR,GS17,GC02,0.0044,0.0044,nan,0.011405,nan,nan,nan,6.50E-05,0.0002317952895,0.0021264658385,28.0082315740163
GS17_GC02_91,GS17_GC02_57,91,AMOR,GS17,GC02,nan,0.00402222222222222,nan,0.011146,nan,nan,nan,7.80E-05,0.0002308814166,0.0025447046898,28.028513116802
GS17_GC02_92,GS17_GC02_58,92,AMOR,GS17,GC02,nan,0.00364444444444444,nan,0.010887,nan,nan,nan,9.10E-05,0.0002299675437,0.0029629435411,28.0487946595878
GS17_GC02_93,GS17_GC02_59,93,AMOR,GS17,GC02,nan,0.00326666666666667,nan,0.010628,nan,nan,nan,0.000104,0.0002290536708,0.0033811823924,28.0690762023735
GS17_GC02_93.2,GS17_GC02_60,93.2,AMOR,GS17,GC02,nan,0.00319111111111111,nan,0.0105762,nan,nan,nan,0.0001066,0.00022887089622,0.00346483016266,28.0731325109307
GS17_GC02_94,GS17_GC02_62,94,AMOR,GS17,GC02,nan,0.00288888888888889,nan,0.010369,nan,nan,nan,0.000117,0.0002281397979,0.0037994212437,28.0893577451593
GS17_GC02_95,GS17_GC02_63,95,AMOR,GS17,GC02,nan,0.00251111111111111,nan,0.01011,nan,nan,nan,0.00013,0.000227225925,0.004217660095,28.109639287945
GS17_GC02_96,GS17_GC02_64,96,AMOR,GS17,GC02,nan,0.00213333333333333,nan,0.009851,nan,nan,nan,0.000143,0.0002263120521,0.0046358989463,28.1299208307308
GS17_GC02_97,GS17_GC02_65,97,AMOR,GS17,GC02,nan,0.00175555555555556,nan,0.009592,nan,nan,nan,0.000156,0.0002253981792,0.0050541377976,28.1502023735166
GS17_GC02_98,GS17_GC02_66,98,AMOR,GS17,GC02,nan,0.00137777777777778,nan,0.009333,nan,nan,nan,0.000169,0.0002244843063,0.0054723766489,28.1704839163023
GS17_GC02_99,GS17_GC02_67,99,AMOR,GS17,GC02,0.001,0.001,nan,0.009074,nan,nan,nan,0.000182,0.0002235704334,0.0058906155002,28.1907654590881
GS17_GC02_100,GS17_GC02_68,100,AMOR,GS17,GC02,nan,0.000981818181818182,nan,0.008815,nan,nan,nan,0.000195,0.0002226565605,0.0063088543515,28.2110470018738
GS17_GC02_101,GS17_GC02_69,101,AMOR,GS17,GC02,nan,0.000963636363636364,nan,0.008556,nan,nan,nan,0.000208,0.0002217426876,0.0067270932028,28.2313285446596
GS17_GC02_102,GS17_GC02_70,102,AMOR,GS17,GC02,nan,0.000945454545454545,nan,0.008297,nan,nan,nan,0.000221,0.0002208288147,0.0071453320541,28.2516100874453
GS17_GC02_103,GS17_GC02_71,103,AMOR,GS17,GC02,nan,0.000927272727272727,nan,0.008038,nan,nan,nan,0.000234,0.0002199149418,0.0075635709054,28.2718916302311
GS17_GC02_104,GS17_GC02_72,104,AMOR,GS17,GC02,nan,0.000909090909090909,nan,0.007779,nan,nan,nan,0.000247,0.0002190010689,0.0079818097567,28.2921731730168
GS17_GC02_105,GS17_GC02_73,105,AMOR,GS17,GC02,nan,0.000890909090909091,0.00752,0.00752,nan,nan,0.00026,0.00026,0.000218087196,0.008400048608,28.3124547158026
GS17_GC02_106,GS17_GC02_74,106,AMOR,GS17,GC02,nan,0.000872727272727273,nan,0.007301,nan,nan,nan,0.000382,0.0002196635539,0.0095487362508,28.2928540495523
GS17_GC02_107,GS17_GC02_75,107,AMOR,GS17,GC02,nan,0.000854545454545455,nan,0.007082,nan,nan,nan,0.000504,0.0002212399118,0.0106974238936,28.2732533833021
GS17_GC02_108,GS17_GC02_76,108,AMOR,GS17,GC02,nan,0.000836363636363636,nan,0.006863,nan,nan,nan,0.000626,0.0002228162697,0.0118461115364,28.2536527170518
GS17_GC02_109,GS17_GC02_77,109,AMOR,GS17,GC02,nan,0.000818181818181818,nan,0.006644,nan,nan,nan,0.000748,0.0002243926276,0.0129947991792,28.2340520508016
GS17_GC02_110,GS17_GC02_78,110,AMOR,GS17,GC02,0.0008,0.0008,nan,0.006425,nan,nan,nan,0.00087,0.0002259689855,0.014143486822,28.2144513845513
GS17_GC02_111,GS17_GC02_79,111,AMOR,GS17,GC02,nan,0.0008,nan,0.006206,nan,nan,nan,0.000992,0.0002275453434,0.0152921744648,28.194850718301
GS17_GC02_112,GS17_GC02_80,112,AMOR,GS17,GC02,nan,0.0008,nan,0.005987,nan,nan,nan,0.001114,0.0002291217013,0.0164408621076,28.1752500520508
GS17_GC02_113,GS17_GC02_83,113,AMOR,GS17,GC02,nan,0.0008,nan,0.005768,nan,nan,nan,0.001236,0.0002306980592,0.0175895497504,28.1556493858005
GS17_GC02_114,GS17_GC02_84,114,AMOR,GS17,GC02,nan,0.0008,nan,0.005549,nan,nan,nan,0.001358,0.0002322744171,0.0187382373932,28.1360487195503
GS17_GC02_114.5,GS17_GC02_85,114.5,AMOR,GS17,GC02,nan,0.0008,nan,0.0054395,nan,nan,nan,0.001419,0.00023306259605,0.0193125812146,28.1262483864251
GS17_GC02_115,GS17_GC02_86,115,AMOR,GS17,GC02,nan,0.0008,0.00533,0.00533,nan,nan,0.00148,0.00148,0.000233850775,0.019886925036,28.1164480533
GS17_GC02_125,GS17_GC02_87,125,AMOR,GS17,GC02,nan,0.0008,0.00295,0.00295,nan,nan,0.0031,0.0031,0.00021326825,0.029977010026,26.4215479908391
GS17_GC02_135,GS17_GC02_88,135,AMOR,GS17,GC02,nan,nan,0.00179,0.00179,nan,nan,0.00456,0.00456,0.000224592227,0.040132341628,28.2140224859463
GS17_GC02_150,GS17_GC02_89,150,AMOR,GS17,GC02,nan,nan,nan,0.0004475,nan,nan,nan,0.008325,0.00022010986475,0.055595343724,28.1963304184885
GS17_GC02_170,GS17_GC02_90,170,AMOR,GS17,GC02,nan,nan,nan,0,nan,nan,nan,0.013645,0.0001745848135,0.070939832627,27.9233364563814
GS17_GC02_190,GS17_GC02_91,190,AMOR,GS17,GC02,nan,nan,nan,0,nan,nan,nan,0.0191366666666667,0.0001453390025,0.0838633356363333,27.6052902699702
GS17_GC02_210,GS17_GC02_92,210,AMOR,GS17,GC02,nan,nan,nan,0,nan,nan,nan,0.0248433333333333,0.0002044794805,0.0947967281896667,27.401491949476
GS17_GC02_240,GS17_GC02_93,240,AMOR,GS17,GC02,nan,nan,0,0,nan,nan,0.0341,0.0341,0.001418850304,0.105099248637,27.6785425775557
GS17_GC04_3,GS17_GC04_01,3,AMOR,GS17,GC04,nan,0.140333333333333,0.03738,0.03738,0,0,0,0,0.000223346325,3.34E-05,28.2475838017905
GS17_GC04_10,GS17_GC04_02,10,AMOR,GS17,GC04,0.141,0.141,0.03229,0.03229,0,0,0,0,0.000244529423,3.27E-05,28.2665625650635
GS17_GC04_20,GS17_GC04_03,20,AMOR,GS17,GC04,nan,0.0891818181818182,nan,0.0314263636363636,nan,0,nan,0,0.000242459583909091,2.09E-05,28.0585467416199
GS17_GC04_30,GS17_GC04_04,30,AMOR,GS17,GC04,0.068,0.068,0.03013,0.03013,0,0,0,0,0.000621327277,3.53E-05,28.0568311471997
GS17_GC04_40,GS17_GC04_05,40,AMOR,GS17,GC04,nan,0.05275,0.02946,0.02946,0,0,0,0,0.000245947206,2.01E-05,27.8911690610035
GS17_GC04_50,GS17_GC04_06,50,AMOR,GS17,GC04,0.0375,0.0375,0.02787,0.02787,0,0,0,0,0.001201505021,4.25E-05,27.831873828857
GS17_GC04_60,GS17_GC04_07,60,AMOR,GS17,GC04,nan,0.02775,0.02679,0.02679,0,0,0,0,0.000926591948,5.22E-05,28.0810639183843
GS17_GC04_75,GS17_GC04_08,75,AMOR,GS17,GC04,nan,0.014875,0.02336,0.02336,0,0,0,0,0.000156376681,3.07E-05,29.0802904434728
GS17_GC04_90,GS17_GC04_09,90,AMOR,GS17,GC04,0.0055,0.0055,0.02061,0.02061,0,0,0,0,0.000260111626,3.60E-05,29.1998459296273
GS17_GC04_91,GS17_GC04_10,91,AMOR,GS17,GC04,nan,0.00507142857142857,nan,0.020382,nan,0,nan,0,0.000267396636733333,3.61E-05,29.1422162537303
GS17_GC04_92,GS17_GC04_11,92,AMOR,GS17,GC04,nan,0.00464285714285714,nan,0.020154,nan,0,nan,0,0.000274681647466667,3.61E-05,29.0845865778333
GS17_GC04_93,GS17_GC04_12,93,AMOR,GS17,GC04,nan,0.00421428571428571,nan,0.019926,nan,0,nan,0,0.0002819666582,3.61E-05,29.0269569019363
GS17_GC04_94,GS17_GC04_13,94,AMOR,GS17,GC04,nan,0.00378571428571429,nan,0.019698,nan,0,nan,0,0.000289251668933333,3.61E-05,28.9693272260393
GS17_GC04_95,GS17_GC04_14,95,AMOR,GS17,GC04,nan,0.00335714285714286,nan,0.01947,nan,0,nan,0,0.000296536679666667,3.61E-05,28.9116975501423
GS17_GC04_96,GS17_GC04_15,96,AMOR,GS17,GC04,nan,0.00292857142857143,nan,0.019242,nan,0,nan,0,0.0003038216904,3.62E-05,28.8540678742453
GS17_GC04_97,GS17_GC04_16,97,AMOR,GS17,GC04,0.0025,0.0025,nan,0.019014,nan,0,nan,0,0.000311106701133333,3.62E-05,28.7964381983483
GS17_GC04_98,GS17_GC04_17,98,AMOR,GS17,GC04,nan,0.002275,nan,0.018786,nan,0,nan,0,0.000318391711866667,3.62E-05,28.7388085224512
GS17_GC04_99,GS17_GC04_18,99,AMOR,GS17,GC04,nan,0.00205,nan,0.018558,nan,0,nan,0,0.0003256767226,3.62E-05,28.6811788465542
GS17_GC04_100,GS17_GC04_19,100,AMOR,GS17,GC04,nan,0.001825,nan,0.01833,nan,0,nan,0,0.000332961733333333,3.62E-05,28.6235491706572
GS17_GC04_101,GS17_GC04_20,101,AMOR,GS17,GC04,nan,0.0016,nan,0.018102,nan,0,nan,0,0.000340246744066667,3.63E-05,28.5659194947602
GS17_GC04_110,GS17_GC04_21,110,AMOR,GS17,GC04,nan,0.000661538461538462,nan,0.0160333333333333,nan,0,nan,0,0.000325541049333333,0.00196559085566667,28.5830182524811
GS17_GC04_103,GS17_GC04_22,103,AMOR,GS17,GC04,nan,0.00115,nan,0.017646,nan,0,nan,0,0.000354816765533333,3.63E-05,28.4506601429662
GS17_GC04_104,GS17_GC04_23,104,AMOR,GS17,GC04,nan,0.000925,nan,0.017418,nan,0,nan,0,0.000362101776266667,3.63E-05,28.3930304670692
GS17_GC04_105,GS17_GC04_24,105,AMOR,GS17,GC04,0.0007,0.0007,0.01719,0.01719,0,0,0,0,0.000369386787,3.64E-05,28.3354007911722
GS17_GC04_106,GS17_GC04_25,106,AMOR,GS17,GC04,nan,0.000692307692307692,nan,0.0169586666666667,nan,0,nan,0,0.000360617639466667,0.000422205450333333,28.384924283434
GS17_GC04_107,GS17_GC04_26,107,AMOR,GS17,GC04,nan,0.000684615384615385,nan,0.0167273333333333,nan,0,nan,0,0.000351848491933333,0.000808051801666667,28.4344477756958
GS17_GC04_108,GS17_GC04_27,108,AMOR,GS17,GC04,nan,0.000676923076923077,nan,0.016496,nan,0,nan,0,0.0003430793444,0.001193898153,28.4839712679575
