# Name,SeqName,Depth,Location,CruiseID,CoreID,Oxygen,Oxygen_interpolated,NO3,NO3_interpolated,NO2,NO2_interpolated,Ammonia,Ammonia_interpolated,Fe_interpolated,Mn_interpolated,Sulfate_interpolated
GS17_GC04_109,GS17_GC04_28,109,AMOR,GS17,GC04,nan,0.000669230769230769,nan,0.0162646666666667,nan,0,nan,0,0.000334310196866667,0.00157974450433333,28.5334947602193
GS17_GC04_102,GS17_GC04_29,102,AMOR,GS17,GC04,nan,0.001375,nan,0.017874,nan,0,nan,0,0.0003475317548,3.63E-05,28.5082898188632
GS17_GC04_111,GS17_GC04_30,111,AMOR,GS17,GC04,nan,0.000653846153846154,nan,0.015802,nan,0,nan,0,0.0003167719018,0.002351437207,28.6325417447429
GS17_GC04_112,GS17_GC04_31,112,AMOR,GS17,GC04,nan,0.000646153846153846,nan,0.0155706666666667,nan,0,nan,0,0.000308002754266667,0.00273728355833333,28.6820652370047
GS17_GC04_113,GS17_GC04_32,113,AMOR,GS17,GC04,nan,0.000638461538461538,nan,0.0153393333333333,nan,0,nan,0,0.000299233606733333,0.00312312990966667,28.7315887292664
GS17_GC04_114,GS17_GC04_33,114,AMOR,GS17,GC04,nan,0.000630769230769231,nan,0.015108,nan,0,nan,0,0.0002904644592,0.003508976261,28.7811122215282
GS17_GC04_115,GS17_GC04_34,115,AMOR,GS17,GC04,nan,0.000623076923076923,nan,0.0148766666666667,nan,0,nan,0,0.000281695311666667,0.00389482261233333,28.83063571379
GS17_GC04_116,GS17_GC04_35,116,AMOR,GS17,GC04,nan,0.000615384615384615,nan,0.0146453333333333,nan,0,nan,0,0.000272926164133333,0.00428066896366667,28.8801592060518
GS17_GC04_117,GS17_GC04_36,117,AMOR,GS17,GC04,nan,0.000607692307692308,nan,0.014414,nan,0,nan,0,0.0002641570166,0.004666515315,28.9296826983136
GS17_GC04_118,GS17_GC04_37,118,AMOR,GS17,GC04,nan,0.0006,nan,0.0141826666666667,nan,0,nan,0,0.000255387869066667,0.00505236166633333,28.9792061905753
GS17_GC04_119,GS17_GC04_38,119,AMOR,GS17,GC04,nan,0.000592307692307692,nan,0.0139513333333333,nan,0,nan,0,0.000246618721533333,0.00543820801766667,29.0287296828371
GS17_GC04_120,GS17_GC04_39,120,AMOR,GS17,GC04,nan,0.000584615384615385,0.01372,0.01372,0,0,0,0,0.000237849574,0.005824054369,29.0782531750989
GS17_GC04_121,GS17_GC04_40,121,AMOR,GS17,GC04,nan,0.000576923076923077,nan,0.0134606666666667,nan,0,nan,0,0.0002350745562,0.00687191919486667,29.0427260739815
GS17_GC04_122,GS17_GC04_41,122,AMOR,GS17,GC04,nan,0.000569230769230769,nan,0.0132013333333333,nan,0,nan,0,0.0002322995384,0.00791978402073333,29.0071989728642
GS17_GC04_123,GS17_GC04_42,123,AMOR,GS17,GC04,nan,0.000561538461538462,nan,0.012942,nan,0,nan,0,0.0002295245206,0.0089676488466,28.9716718717468
GS17_GC04_124,GS17_GC04_43,124,AMOR,GS17,GC04,nan,0.000553846153846154,nan,0.0126826666666667,nan,0,nan,0,0.0002267495028,0.0100155136724667,28.9361447706295
GS17_GC04_125,GS17_GC04_44,125,AMOR,GS17,GC04,nan,0.000546153846153846,nan,0.0124233333333333,nan,0,nan,0,0.000223974485,0.0110633784983333,28.9006176695121
GS17_GC04_126,GS17_GC04_45,126,AMOR,GS17,GC04,nan,0.000538461538461538,nan,0.012164,nan,0,nan,0,0.0002211994672,0.0121112433242,28.8650905683947
GS17_GC04_127,GS17_GC04_46,127,AMOR,GS17,GC04,nan,0.000530769230769231,nan,0.0119046666666667,nan,0,nan,0,0.0002184244494,0.0131591081500667,28.8295634672774
GS17_GC04_128,GS17_GC04_47,128,AMOR,GS17,GC04,nan,0.000523076923076923,nan,0.0116453333333333,nan,0,nan,0,0.0002156494316,0.0142069729759333,28.79403636616
GS17_GC04_129,GS17_GC04_48,129,AMOR,GS17,GC04,nan,0.000515384615384615,nan,0.011386,nan,0,nan,0,0.0002128744138,0.0152548378018,28.7585092650427
GS17_GC04_130,GS17_GC04_49,130,AMOR,GS17,GC04,nan,0.000507692307692308,nan,0.0111266666666667,nan,0,nan,0,0.000210099396,0.0163027026276667,28.7229821639253
GS17_GC04_131,GS17_GC04_50,131,AMOR,GS17,GC04,nan,0.0005,nan,0.0108673333333333,nan,0,nan,0,0.0002073243782,0.0173505674535333,28.6874550628079
GS17_GC04_132,GS17_GC04_51,132,AMOR,GS17,GC04,nan,0.000492307692307692,nan,0.010608,nan,0,nan,0,0.0002045493604,0.0183984322794,28.6519279616906
GS17_GC04_133,GS17_GC04_52,133,AMOR,GS17,GC04,nan,0.000484615384615385,nan,0.0103486666666667,nan,0,nan,0,0.0002017743426,0.0194462971052667,28.6164008605732
GS17_GC04_134,GS17_GC04_53,134,AMOR,GS17,GC04,nan,0.000476923076923077,nan,0.0100893333333333,nan,0,nan,0,0.0001989993248,0.0204941619311333,28.5808737594559
GS17_GC04_135,GS17_GC04_54,135,AMOR,GS17,GC04,nan,0.000469230769230769,0.00983,0.00983,0,0,0,0,0.000196224307,0.021542026757,28.5453466583385
GS17_GC04_136,GS17_GC04_55,136,AMOR,GS17,GC04,nan,0.000461538461538462,nan,0.009595,nan,0,nan,4.30E-05,0.0002317970422,0.0225463107066,28.5053518634187
GS17_GC04_137,GS17_GC04_56,137,AMOR,GS17,GC04,nan,0.000453846153846154,nan,0.00936,nan,0,nan,8.60E-05,0.0002673697774,0.0235505946562,28.4653570684988
GS17_GC04_138,GS17_GC04_57,138,AMOR,GS17,GC04,nan,0.000446153846153846,nan,0.009125,nan,0,nan,0.000129,0.0003029425126,0.0245548786058,28.425362273579
GS17_GC04_139,GS17_GC04_58,139,AMOR,GS17,GC04,nan,0.000438461538461538,nan,0.00889,nan,0,nan,0.000172,0.0003385152478,0.0255591625554,28.3853674786591
GS17_GC04_140,GS17_GC04_59,140,AMOR,GS17,GC04,nan,0.000430769230769231,nan,0.008655,nan,0,nan,0.000215,0.000374087983,0.026563446505,28.3453726837393
GS17_GC04_141,GS17_GC04_60,141,AMOR,GS17,GC04,nan,0.000423076923076923,nan,0.00842,nan,0,nan,0.000258,0.0004096607182,0.0275677304546,28.3053778888195
GS17_GC04_142,GS17_GC04_61,142,AMOR,GS17,GC04,nan,0.000415384615384615,nan,0.008185,nan,0,nan,0.000301,0.0004452334534,0.0285720144042,28.2653830938996
GS17_GC04_143,GS17_GC04_62,143,AMOR,GS17,GC04,nan,0.000407692307692308,nan,0.00795,nan,0,nan,0.000344,0.0004808061886,0.0295762983538,28.2253882989798
GS17_GC04_144,GS17_GC04_63,144,AMOR,GS17,GC04,nan,0.0004,nan,0.007715,nan,0,nan,0.000387,0.0005163789238,0.0305805823034,28.1853935040599
GS17_GC04_145,GS17_GC04_64,145,AMOR,GS17,GC04,nan,0.000392307692307692,0.00748,0.00748,0,0,0.00043,0.00043,0.000551951659,0.031584866253,28.1453987091401
GS17_GC04_146,GS17_GC04_65,146,AMOR,GS17,GC04,nan,0.000384615384615385,nan,0.007275,nan,0,nan,0.00044,0.00053981394955,0.0324058137762,28.1275189985426
GS17_GC04_147,GS17_GC04_66,147,AMOR,GS17,GC04,nan,0.000376923076923077,nan,0.00707,nan,0,nan,0.00045,0.0005276762401,0.0332267612994,28.109639287945
GS17_GC04_148,GS17_GC04_67,148,AMOR,GS17,GC04,nan,0.000369230769230769,nan,0.006865,nan,0,nan,0.00046,0.00051553853065,0.0340477088226,28.0917595773475
GS17_GC04_149,GS17_GC04_68,149,AMOR,GS17,GC04,nan,0.000361538461538461,nan,0.00666,nan,0,nan,0.00047,0.0005034008212,0.0348686563458,28.0738798667499
GS17_GC04_150,GS17_GC04_69,150,AMOR,GS17,GC04,nan,0.000353846153846154,nan,0.006455,nan,0,nan,0.00048,0.00049126311175,0.035689603869,28.0560001561524
GS17_GC04_165,GS17_GC04_70,165,AMOR,GS17,GC04,nan,0.000238461538461538,0.00338,0.00338,0,0,0.00063,0.00063,0.00030919747,0.048003816717,27.7878044971893
GS17_GC04_210,GS17_GC04_71,210,AMOR,GS17,GC04,nan,0.000133333333333333,0,0,0,0,0.00543,0.00543,0.000291333512,0.079852732993,28.283718509265
GS17_GC04_240,GS17_GC04_72,240,AMOR,GS17,GC04,nan,8.33E-05,nan,0,nan,0,nan,0.01026,0.0002319911975,0.09753711578125,28.8772069539871
GS17_GC04_241,GS17_GC04_73,241,AMOR,GS17,GC04,nan,8.17E-05,nan,0,nan,0,nan,0.010421,0.00023001312035,0.098126595207525,28.8969899021445
GS17_GC04_242,GS17_GC04_74,242,AMOR,GS17,GC04,nan,8.00E-05,nan,0,nan,0,nan,0.010582,0.0002280350432,0.0987160746338,28.9167728503019
GS17_GC04_243,GS17_GC04_75,243,AMOR,GS17,GC04,nan,7.83E-05,nan,0,nan,0,nan,0.010743,0.00022605696605,0.099305554060075,28.9365557984593
GS17_GC04_244,GS17_GC04_76,244,AMOR,GS17,GC04,nan,7.67E-05,nan,0,nan,0,nan,0.010904,0.0002240788889,0.09989503348635,28.9563387466167
GS17_GC04_245,GS17_GC04_77,245,AMOR,GS17,GC04,nan,7.50E-05,nan,0,nan,0,nan,0.011065,0.00022210081175,0.100484512912625,28.9761216947741
GS17_GC04_246,GS17_GC04_78,246,AMOR,GS17,GC04,nan,7.33E-05,nan,0,nan,0,nan,0.011226,0.0002201227346,0.1010739923389,28.9959046429315
GS17_GC04_247,GS17_GC04_79,247,AMOR,GS17,GC04,nan,7.17E-05,nan,0,nan,0,nan,0.011387,0.00021814465745,0.101663471765175,29.0156875910889
GS17_GC04_248,GS17_GC04_80,248,AMOR,GS17,GC04,nan,7.00E-05,nan,0,nan,0,nan,0.011548,0.0002161665803,0.10225295119145,29.0354705392463
GS17_GC04_249,GS17_GC04_81,249,AMOR,GS17,GC04,nan,6.83E-05,nan,0,nan,0,nan,0.011709,0.00021418850315,0.102842430617725,29.0552534874037
GS17_GC04_250,GS17_GC04_82,250,AMOR,GS17,GC04,nan,6.67E-05,0,0,0,0,0.01187,0.01187,0.000212210426,0.103431910044,29.0750364355611
GS17_GC04_250.5,GS17_GC04_83,250.5,AMOR,GS17,GC04,nan,6.58E-05,nan,0,nan,0,nan,0.01194575,0.0002112674573375,0.103606301951613,29.0692945554861
GS17_GC04_252,GS17_GC04_84,252,AMOR,GS17,GC04,nan,6.33E-05,nan,0,nan,0,nan,0.012173,0.00020843855135,0.10412947767445,29.0520689152613
GS17_GC04_253,GS17_GC04_85,253,AMOR,GS17,GC04,nan,6.17E-05,nan,0,nan,0,nan,0.0123245,0.000206552614025,0.104478261489675,29.0405851551114
GS17_GC04_254,GS17_GC04_86,254,AMOR,GS17,GC04,nan,6.00E-05,nan,0,nan,0,nan,0.012476,0.0002046666767,0.1048270453049,29.0291013949615
GS17_GC04_255,GS17_GC04_87,255,AMOR,GS17,GC04,nan,5.83E-05,nan,0,nan,0,nan,0.0126275,0.000202780739375,0.105175829120125,29.0176176348116
GS17_GC04_256,GS17_GC04_88,256,AMOR,GS17,GC04,nan,5.67E-05,nan,0,nan,0,nan,0.012779,0.00020089480205,0.10552461293535,29.0061338746617
GS17_GC04_257,GS17_GC04_89,257,AMOR,GS17,GC04,nan,5.50E-05,nan,0,nan,0,nan,0.0129305,0.000199008864725,0.105873396750575,28.9946501145118
GS17_GC04_258,GS17_GC04_90,258,AMOR,GS17,GC04,nan,5.33E-05,nan,0,nan,0,nan,0.013082,0.0001971229274,0.1062221805658,28.9831663543619
GS17_GC04_259,GS17_GC04_91,259,AMOR,GS17,GC04,nan,5.17E-05,nan,0,nan,0,nan,0.0132335,0.000195236990075,0.106570964381025,28.971682594212
GS17_GC04_260,GS17_GC04_92,260,AMOR,GS17,GC04,nan,5.00E-05,nan,0,nan,0,nan,0.013385,0.00019335105275,0.10691974819625,28.960198834062
GS17_GC04_290,GS17_GC04_93,290,AMOR,GS17,GC04,0,0,0,0,0,0,0.01793,0.01793,0.000136772933,0.117383262653,28.6156860295649
GS17_GC05_05,GS17_GC05_01,5,AMOR,GS17,GC05,nan,0.0762857142857143,nan,nan,nan,nan,nan,nan,nan,nan,nan
GS17_GC05_10,GS17_GC05_02,10,AMOR,GS17,GC05,0.072,0.072,nan,0.0370928571428571,nan,nan,nan,0,0.000225346624857143,5.41E-05,30.2887888522054
GS17_GC05_20,GS17_GC05_03,20,AMOR,GS17,GC05,0.051,0.051,nan,0.035565,nan,nan,nan,0,0.0001980471555,3.52E-05,30.1256235686029
GS17_GC05_30,GS17_GC05_04,30,AMOR,GS17,GC05,0.034,0.034,nan,0.034305,nan,nan,nan,0,0.0005287747655,3.47E-05,29.5577618155319
GS17_GC05_40,GS17_GC05_05,40,AMOR,GS17,GC05,0.04,0.04,nan,0.032385,nan,nan,nan,0,0.00045555659,3.03E-05,30.0756032687904
GS17_GC05_50,GS17_GC05_06,50,AMOR,GS17,GC05,nan,0.019,nan,0.03038,nan,nan,nan,0,0.000148501356333333,2.51E-05,30.0022437365536
GS17_GC05_75,GS17_GC05_07,75,AMOR,GS17,GC05,nan,0.0005625,nan,0.02511,nan,nan,nan,0,0.00025031587825,2.97E-05,29.4638598271913
GS17_GC05_100,GS17_GC05_08,100,AMOR,GS17,GC05,0,0,nan,0.01811,nan,nan,nan,0,0.000264275496666667,0.000322140321,28.960449024915
GS17_GC05_125,GS17_GC05_09,125,AMOR,GS17,GC05,0,0,nan,0.0104775,nan,nan,nan,0.00117,0.000232771509,0.0192342176545,28.9871122215282
GS17_GC05_150,GS17_GC05_10,150,AMOR,GS17,GC05,0,0,nan,0.004074,nan,nan,nan,0.002574,0.000252373906,0.0375713219534,28.7580160316469
GS17_GC05_175,GS17_GC05_11,175,AMOR,GS17,GC05,0,0,nan,0.00114,nan,nan,nan,0.005115,0.0002257686185,0.055605628454,29.6263319800125
GS17_GC05_200,GS17_GC05_12,200,AMOR,GS17,GC05,0,0,nan,0.00016,nan,nan,nan,0.00954,0.00015582129,0.0725527929246667,30.2265577069887
GS17_GC05_225,GS17_GC05_13,225,AMOR,GS17,GC05,0,0,nan,0,nan,nan,nan,0.01445625,0.000143944016,0.084701411049375,29.4439964605455
GS17_GC05_250,GS17_GC05_14,250,AMOR,GS17,GC05,0,0,nan,0,nan,nan,nan,0.0186375,0.000303185156,0.09170120443625,29.5914303560275
GS17_GC05_275,GS17_GC05_15,275,AMOR,GS17,GC05,0,0,nan,0,nan,nan,nan,0.0233957142857143,0.000403547739285714,0.0977792161385714,29.3104864519199
GS17_GC05_300,GS17_GC05_16,300,AMOR,GS17,GC05,0,0,nan,0,nan,nan,nan,0.0284785714285714,0.000447740655571429,0.103028680936143,28.8260761131436
GS17_GC05_325,GS17_GC05_17,325,AMOR,GS17,GC05,0,0,nan,0,nan,nan,nan,0.0333214285714286,0.000424264388428571,0.107422042606857,28.6701408345974
GS17_GC05_350,GS17_GC05_18,350,AMOR,GS17,GC05,0,0,nan,0,nan,nan,nan,0.03849,0.000266553868333333,0.111552620801667,28.9984422930113
GS17_GC05_375,GS17_GC05_19,375,AMOR,GS17,GC05,0,0,nan,0,nan,nan,nan,0.044055,0.000214809342,0.1134399914525,28.875491359567
GS17_GC05_400,GS17_GC05_20,400,AMOR,GS17,GC05,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
GS19_GC10_001_E1_S1,GS19_GC10_001_E1_S1,1,AMOR,GS19,GC10,0.256,0.256,nan,nan,nan,nan,nan,nan,nan,nan,nan
GS19_GC10_001_E1_S2,GS19_GC10_001_E1_S2,1,AMOR,GS19,GC10,0.256,0.256,nan,nan,nan,nan,nan,nan,nan,nan,nan
GS19_GC10_002_E1_S1,GS19_GC10_002_E1_S1,2,AMOR,GS19,GC10,nan,0.2385,nan,nan,nan,nan,nan,nan,nan,nan,nan
GS19_GC10_002_E1_S2,GS19_GC10_002_E1_S2,2,AMOR,GS19,GC10,nan,0.2385,nan,nan,nan,nan,nan,nan,nan,nan,nan
GS19_GC10_003_E1_S1,GS19_GC10_003_E1_S1,3,AMOR,GS19,GC10,nan,0.221,nan,nan,nan,nan,nan,nan,nan,nan,nan
GS19_GC10_003_E1_S2,GS19_GC10_003_E1_S2,3,AMOR,GS19,GC10,nan,0.221,nan,nan,nan,nan,nan,nan,nan,nan,nan
GS19_GC10_004_E1_S1,GS19_GC10_004_E1_S1,4,AMOR,GS19,GC10,nan,0.2035,nan,nan,nan,nan,nan,nan,nan,nan,nan
GS19_GC10_004_E1_S2,GS19_GC10_004_E1_S2,4,AMOR,GS19,GC10,nan,0.2035,nan,nan,nan,nan,nan,nan,nan,nan,nan
GS19_GC10_005_E1_S1,GS19_GC10_005_E1_S1,5,AMOR,GS19,GC10,0.186,0.186,0.0253,0.0253,0,0,0,0,0,0,30.9939287945034
GS19_GC10_005_E1_S2,GS19_GC10_005_E1_S2,5,AMOR,GS19,GC10,0.186,0.186,0.0253,0.0253,0,0,0,0,0,0,30.9939287945034
GS19_GC10_005_E2_S1,GS19_GC10_005_E2_S1,5,AMOR,GS19,GC10,0.186,0.186,0.0253,0.0253,0,0,0,0,0,0,30.9939287945034
GS19_GC10_006_E1_S1,GS19_GC10_006_E1_S1,6,AMOR,GS19,GC10,nan,0.1822,nan,0.02528,nan,0,nan,0,0,0,31.1936668748698
GS19_GC10_007_E1_S1,GS19_GC10_007_E1_S1,7,AMOR,GS19,GC10,nan,0.1784,nan,0.02526,nan,0,nan,0,0,0,31.3934049552363
GS19_GC10_008_E1_S1,GS19_GC10_008_E1_S1,8,AMOR,GS19,GC10,nan,0.1746,nan,0.02524,nan,0,nan,0,0,0,31.5931430356027
GS19_GC10_008_E1_S2,GS19_GC10_008_E1_S2,8,AMOR,GS19,GC10,nan,0.1746,nan,0.02524,nan,0,nan,0,0,0,31.5931430356027
GS19_GC10_008_E2_S1,GS19_GC10_008_E2_S1,8,AMOR,GS19,GC10,nan,0.1746,nan,0.02524,nan,0,nan,0,0,0,31.5931430356027
GS19_GC10_009_E1_S1,GS19_GC10_009_E1_S1,9,AMOR,GS19,GC10,nan,0.1708,nan,0.02522,nan,0,nan,0,0,0,31.7928811159692
GS19_GC10_009_E2_S1,GS19_GC10_009_E2_S1,9,AMOR,GS19,GC10,nan,0.1708,nan,0.02522,nan,0,nan,0,0,0,31.7928811159692
GS19_GC10_010_E1_S1,GS19_GC10_010_E1_S1,10,AMOR,GS19,GC10,0.167,0.167,0.0252,0.0252,0,0,0,0,0,0,31.9926191963356
GS19_GC10_011_E1_S1,GS19_GC10_011_E1_S1,11,AMOR,GS19,GC10,nan,0.164,nan,0.0252,nan,0,nan,0,0,0,32.0187820112429
GS19_GC10_012_E1_S1,GS19_GC10_012_E1_S1,12,AMOR,GS19,GC10,nan,0.161,nan,0.0252,nan,0,nan,0,0,0,32.0449448261503
GS19_GC10_013_E1_S1,GS19_GC10_013_E1_S1,13,AMOR,GS19,GC10,nan,0.158,nan,0.0252,nan,0,nan,0,0,0,32.0711076410576
GS19_GC10_014_E1_S1,GS19_GC10_014_E1_S1,14,AMOR,GS19,GC10,nan,0.155,nan,0.0252,nan,0,nan,0,0,0,32.097270455965
GS19_GC10_015_E1_S1,GS19_GC10_015_E1_S1,15,AMOR,GS19,GC10,0.152,0.152,nan,0.0252,nan,0,nan,0,0,0,32.1234332708723
GS19_GC10_015_E1_S2,GS19_GC10_015_E1_S2,15,AMOR,GS19,GC10,0.152,0.152,nan,0.0252,nan,0,nan,0,0,0,32.1234332708723
GS19_GC10_016_E1_S1,GS19_GC10_016_E1_S1,16,AMOR,GS19,GC10,nan,0.1494,nan,0.0252,nan,0,nan,0,0,0,32.1495960857797
GS19_GC10_016_E1_S2,GS19_GC10_016_E1_S2,16,AMOR,GS19,GC10,nan,0.1494,nan,0.0252,nan,0,nan,0,0,0,32.1495960857797
GS19_GC10_017_E1_S1,GS19_GC10_017_E1_S1,17,AMOR,GS19,GC10,nan,0.1468,nan,0.0252,nan,0,nan,0,0,0,32.175758900687
GS19_GC10_017_E2_S1,GS19_GC10_017_E2_S1,17,AMOR,GS19,GC10,nan,0.1468,nan,0.0252,nan,0,nan,0,0,0,32.175758900687
GS19_GC10_018_E1_S1,GS19_GC10_018_E1_S1,18,AMOR,GS19,GC10,nan,0.1442,nan,0.0252,nan,0,nan,0,0,0,32.2019217155944
GS19_GC10_019_E1_S1,GS19_GC10_019_E1_S1,19,AMOR,GS19,GC10,nan,0.1416,nan,0.0252,nan,0,nan,0,0,0,32.2280845305017
GS19_GC10_019_E1_S2,GS19_GC10_019_E1_S2,19,AMOR,GS19,GC10,nan,0.1416,nan,0.0252,nan,0,nan,0,0,0,32.2280845305017
GS19_GC10_020_E1_S1,GS19_GC10_020_E1_S1,20,AMOR,GS19,GC10,0.139,0.139,0.0252,0.0252,0,0,0,0,0,0,32.2542473454091
GS19_GC10_021_E1_S1,GS19_GC10_021_E1_S1,21,AMOR,GS19,GC10,nan,0.136,nan,0.02522,nan,0,nan,0,0,0,32.2978877784718
GS19_GC10_022_E1_S1,GS19_GC10_022_E1_S1,22,AMOR,GS19,GC10,nan,0.133,nan,0.02524,nan,0,nan,0,0,0,32.3415282115344
GS19_GC10_023_E1_S1,GS19_GC10_023_E1_S1,23,AMOR,GS19,GC10,nan,0.13,nan,0.02526,nan,0,nan,0,0,0,32.3851686445971
GS19_GC10_024_E1_S1,GS19_GC10_024_E1_S1,24,AMOR,GS19,GC10,nan,0.127,nan,0.02528,nan,0,nan,0,0,0,32.4288090776598
GS19_GC10_025_E1_S1,GS19_GC10_025_E1_S1,25,AMOR,GS19,GC10,nan,0.124,nan,0.0253,nan,0,nan,0,0,0,32.4724495107224
GS19_GC10_026_E1_S2,GS19_GC10_026_E1_S2,26,AMOR,GS19,GC10,nan,0.121,nan,0.02532,nan,0,nan,0,0,0,32.5160899437851
GS19_GC10_027_E1_S1,GS19_GC10_027_E1_S1,27,AMOR,GS19,GC10,nan,0.118,nan,0.02534,nan,0,nan,0,0,0,32.5597303768478
GS19_GC10_028_E1_S1,GS19_GC10_028_E1_S1,28,AMOR,GS19,GC10,nan,0.115,nan,0.02536,nan,0,nan,0,0,0,32.6033708099105
GS19_GC10_028_E2_S1,GS19_GC10_028_E2_S1,28,AMOR,GS19,GC10,nan,0.115,nan,0.02536,nan,0,nan,0,0,0,32.6033708099105
GS19_GC10_029_E1_S1,GS19_GC10_029_E1_S1,29,AMOR,GS19,GC10,nan,0.112,nan,0.02538,nan,0,nan,0,0,0,32.6470112429731
GS19_GC10_030_E1_S1,GS19_GC10_030_E1_S1,30,AMOR,GS19,GC10,0.109,0.109,0.0254,0.0254,0,0,0,0,0,0,32.6906516760358
GS19_GC10_031_E1_S1,GS19_GC10_031_E1_S1,31,AMOR,GS19,GC10,nan,0.1059,nan,0.02521,nan,0,nan,0,0,0,32.5550768269831
GS19_GC10_031_E2_S1,GS19_GC10_031_E2_S1,31,AMOR,GS19,GC10,nan,0.1059,nan,0.02521,nan,0,nan,0,0,0,32.5550768269831
GS19_GC10_032_E2_S1,GS19_GC10_032_E2_S1,32,AMOR,GS19,GC10,nan,0.1028,nan,0.02502,nan,0,nan,0,0,0,32.4195019779305
GS19_GC10_033_E1_S1,GS19_GC10_033_E1_S1,33,AMOR,GS19,GC10,nan,0.0997,nan,0.02483,nan,0,nan,0,0,0,32.2839271288778
GS19_GC10_033_E2_S1,GS19_GC10_033_E2_S1,33,AMOR,GS19,GC10,nan,0.0997,nan,0.02483,nan,0,nan,0,0,0,32.2839271288778
GS19_GC10_034_E1_S1,GS19_GC10_034_E1_S1,34,AMOR,GS19,GC10,nan,0.0966,nan,0.02464,nan,0,nan,0,0,0,32.1483522798251
GS19_GC10_034_E2_S1,GS19_GC10_034_E2_S1,34,AMOR,GS19,GC10,nan,0.0966,nan,0.02464,nan,0,nan,0,0,0,32.1483522798251
GS19_GC10_035_E1_S1,GS19_GC10_035_E1_S1,35,AMOR,GS19,GC10,nan,0.0935,nan,0.02445,nan,0,nan,0,0,0,32.0127774307724
GS19_GC10_036_E1_S1,GS19_GC10_036_E1_S1,36,AMOR,GS19,GC10,nan,0.0904,nan,0.02426,nan,0,nan,0,0,0,31.8772025817198
GS19_GC10_037_E1_S1,GS19_GC10_037_E1_S1,37,AMOR,GS19,GC10,nan,0.0873,nan,0.02407,nan,0,nan,0,0,0,31.7416277326671
GS19_GC10_038_E1_S1,GS19_GC10_038_E1_S1,38,AMOR,GS19,GC10,nan,0.0842,nan,0.02388,nan,0,nan,0,0,0,31.6060528836144
GS19_GC10_038_E2_S1,GS19_GC10_038_E2_S1,38,AMOR,GS19,GC10,nan,0.0842,nan,0.02388,nan,0,nan,0,0,0,31.6060528836144
GS19_GC10_039_E1_S1,GS19_GC10_039_E1_S1,39,AMOR,GS19,GC10,nan,0.0811,nan,0.02369,nan,0,nan,0,0,0,31.4704780345618
GS19_GC10_040_E2_S1,GS19_GC10_040_E2_S1,40,AMOR,GS19,GC10,0.078,0.078,0.0235,0.0235,0,0,0,0,0,0,31.3349031855091
GS19_GC10_041_E1_S1,GS19_GC10_041_E1_S1,41,AMOR,GS19,GC10,nan,0.0757,nan,0.02337,nan,0,nan,0,0,0,31.409467207995
GS19_GC10_041_E2_S1,GS19_GC10_041_E2_S1,41,AMOR,GS19,GC10,nan,0.0757,nan,0.02337,nan,0,nan,0,0,0,31.409467207995
GS19_GC10_042_E1_S1,GS19_GC10_042_E1_S1,42,AMOR,GS19,GC10,nan,0.0734,nan,0.02324,nan,0,nan,0,0,0,31.484031230481
GS19_GC10_043_E1_S1,GS19_GC10_043_E1_S1,43,AMOR,GS19,GC10,nan,0.0711,nan,0.02311,nan,0,nan,0,0,0,31.5585952529669
GS19_GC10_044_E1_S1,GS19_GC10_044_E1_S1,44,AMOR,GS19,GC10,nan,0.0688,nan,0.02298,nan,0,nan,0,0,0,31.6331592754529
GS19_GC10_045_E1_S1,GS19_GC10_045_E1_S1,45,AMOR,GS19,GC10,nan,0.0665,nan,0.02285,nan,0,nan,0,0,0,31.7077232979388
GS19_GC10_046_E1_S1,GS19_GC10_046_E1_S1,46,AMOR,GS19,GC10,nan,0.0642,nan,0.02272,nan,0,nan,0,0,0,31.7822873204247
GS19_GC10_047_E1_S1,GS19_GC10_047_E1_S1,47,AMOR,GS19,GC10,nan,0.0619,nan,0.02259,nan,0,nan,0,0,0,31.8568513429107
GS19_GC10_048_E1_S1,GS19_GC10_048_E1_S1,48,AMOR,GS19,GC10,nan,0.0596,nan,0.02246,nan,0,nan,0,0,0,31.9314153653966
GS19_GC10_049_E1_S1,GS19_GC10_049_E1_S1,49,AMOR,GS19,GC10,nan,0.0573,nan,0.02233,nan,0,nan,0,0,0,32.0059793878826
GS19_GC10_050_E1_S1,GS19_GC10_050_E1_S1,50,AMOR,GS19,GC10,0.055,0.055,0.0222,0.0222,0,0,0,0,0,0,32.0805434103685
GS19_GC10_051_E1_S1,GS19_GC10_051_E1_S1,51,AMOR,GS19,GC10,nan,0.0537,nan,0.022048,nan,0,nan,0,0.0001056,0,32.0469563606079
GS19_GC10_052_E1_S1,GS19_GC10_052_E1_S1,52,AMOR,GS19,GC10,nan,0.0524,nan,0.021896,nan,0,nan,0,0.0002112,0,32.0133693108474
GS19_GC10_053_E1_S1,GS19_GC10_053_E1_S1,53,AMOR,GS19,GC10,nan,0.0511,nan,0.021744,nan,0,nan,0,0.0003168,0,31.9797822610868
GS19_GC10_054_E1_S1,GS19_GC10_054_E1_S1,54,AMOR,GS19,GC10,nan,0.0498,nan,0.021592,nan,0,nan,0,0.0004224,0,31.9461952113262
GS19_GC10_054_E2_S1,GS19_GC10_054_E2_S1,54,AMOR,GS19,GC10,nan,0.0498,nan,0.021592,nan,0,nan,0,0.0004224,0,31.9461952113262
