Name,Core,CruiseID,CoreID,Depth,Oxygen,NO3,NOx,NH4,Mn,Fe
GS14_GC14_50,GS14_GC14,GS14,GC14,50,0,0,0,0.0678,0.001407995228038,0.00227670846274669
GS14_GC14_57,GS14_GC14,GS14,GC14,57,0,0,0,0.06508,0.00133890020335719,0
GS14_GC14_70,GS14_GC14,GS14,GC14,70,0,0,0,0.06501,0.00148582595620542,0
GS14_GC14_80,GS14_GC14,GS14,GC14,80,0,0,0,0.06311,0.00142504074828151,0
GS14_GC14_90,GS14_GC14,GS14,GC14,90,0,0,0,0.06083,0.00153281347404113,0
GS14_GC14_102,GS14_GC14,GS14,GC14,102,0,0,0,0.0585,0.00182964340529993,0
GS14_GC14_112,GS14_GC14,GS14,GC14,112,0,0,0,0.05894,0.00229387033142937,0
GS14_GC14_122,GS14_GC14,GS14,GC14,122,0,0,0,0.0594,0.00179022218276922,0
GS14_GC14_135,GS14_GC14,GS14,GC14,135,0,0,0,0.05876,0.00155976169858339,0
GS14_GC14_149,GS14_GC14,GS14,GC14,149,0,0,0,0.05922,0.00245775472701052,0
GS14_GC14_155,GS14_GC14,GS14,GC14,155,0,0,0,0.06013,0.0026233052746657,0
GS14_GC14_162,GS14_GC14,GS14,GC14,162,0,0,0,0.06021,0.00172257997689049,0
GS14_GC14_167,GS14_GC14,GS14,GC14,167,0,0,0,0.05832,0.00375642116227552,0
GS14_GC14_172,GS14_GC14,GS14,GC14,172,0,0,0,0.06118,0.00230929208624713,0
GS14_GC14_182,GS14_GC14,GS14,GC14,182,0,0,0,0.06135,0.00231623620035285,0
GS14_GC14_191,GS14_GC14,GS14,GC14,191,0,0,0,0.06422,0.00386033689727672,0
GS14_GC14_198,GS14_GC14,GS14,GC14,198,0,0,0,0.06813,0.00204269573665434,0
GS14_GC14_206,GS14_GC14,GS14,GC14,206,0,0,0,0.07909,0.00155000384994704,0
GS15_GC01_2,GS15_GC01,GS15,GC01,2,0.259,NA,NA,NA,NA,NA
GS15_GC01_4,GS15_GC01,GS15,GC01,4,NA,0.02376,0.02376,0,0,2.13E-05
GS15_GC01_5,GS15_GC01,GS15,GC01,5,NA,NA,NA,NA,NA,NA
GS15_GC01_10,GS15_GC01,GS15,GC01,10,0.155,NA,NA,NA,NA,NA
GS15_GC01_15,GS15_GC01,GS15,GC01,15,NA,0.02364,0.02364,0,0,4.55E-05
GS15_GC01_20,GS15_GC01,GS15,GC01,20,0.105,NA,NA,NA,NA,NA
GS15_GC01_25,GS15_GC01,GS15,GC01,25,NA,0.02211,0.02211,0,0,0.00019845398180173
GS15_GC01_30,GS15_GC01,GS15,GC01,30,0.076,NA,NA,NA,NA,NA
GS15_GC01_35,GS15_GC01,GS15,GC01,35,NA,0.01865,0.01865,0,0,3.17E-05
GS15_GC01_40,GS15_GC01,GS15,GC01,40,0.054,NA,NA,NA,NA,NA
GS15_GC01_45,GS15_GC01,GS15,GC01,45,NA,0.01721,0.01721,0,0,0.00101608077037949
GS15_GC01_50,GS15_GC01,GS15,GC01,50,0.036,NA,NA,NA,NA,NA
GS15_GC01_55,GS15_GC01,GS15,GC01,55,NA,0.01516,0.01516,0,0,0.0010885725101098
GS15_GC01_60,GS15_GC01,GS15,GC01,60,0.021,NA,NA,NA,NA,NA
GS15_GC01_70,GS15_GC01,GS15,GC01,70,0.011,0.01242,0.01242,0,0,0.00038110253995326
GS15_GC01_75,GS15_GC01,GS15,GC01,75,NA,NA,NA,NA,NA,NA
GS15_GC01_80,GS15_GC01,GS15,GC01,80,0,NA,NA,NA,NA,NA
GS15_GC01_83,GS15_GC01,GS15,GC01,83,NA,NA,NA,NA,NA,NA
GS15_GC01_85,GS15_GC01,GS15,GC01,85,NA,0.0088,0.0088,0,0.0008080094795,7.68E-05
GS15_GC01_88,GS15_GC01,GS15,GC01,88,NA,NA,NA,NA,NA,NA
GS15_GC01_90,GS15_GC01,GS15,GC01,90,0,NA,NA,NA,NA,NA
GS15_GC01_98,GS15_GC01,GS15,GC01,98,NA,NA,NA,NA,NA,NA
GS15_GC01_100,GS15_GC01,GS15,GC01,100,0,NA,NA,NA,NA,NA
GS15_GC01_105,GS15_GC01,GS15,GC01,105,NA,0.00331,0.00331,0.00181,0.0270042554486,0.00040694037984122
GS15_GC01_108,GS15_GC01,GS15,GC01,108,NA,NA,NA,NA,NA,NA
GS15_GC01_110,GS15_GC01,GS15,GC01,110,0,NA,NA,NA,NA,NA
